交易代码,公司名称,董监高姓名,职务,变动数,变动后持股数,变动原因,变动日期,填报日期,股份变动人姓名,变动人与董监高的关系
159,国际实业,谭剑峰,监事,1000.0,1000.0,竞价交易,2014-10-13,2014-10-14,谭映峰,兄弟姐妹
333,美的集团,方洪波,董事、高管,510000.0,90510000.0,竞价交易,2014-06-06,2014-06-09,方洪波,本人
333,美的集团,蔡其武,董事、高管,185572.0,51992402.0,竞价交易,2014-07-01,2014-07-02,蔡其武,本人
402,金融街,张志强,独立董事,3000.0,3000.0,竞价交易,2014-12-15,2014-12-16,张志强,本人
404,华意压缩,黄大文,董事、高管,50000.0,50000.0,竞价交易,2014-10-20,2014-10-21,黄大文,本人
404,华意压缩,符念平,董事,37400.0,37400.0,竞价交易,2014-11-13,2014-11-14,符念平,本人
413,东旭光电,周波,董事,100.0,100.0,竞价交易,2014-04-11,2014-04-14,周戈,兄弟姐妹
420,吉林化纤,郑桂云,监事,6800.0,6800.0,竞价交易,2014-07-07,2014-07-08,郑桂云,本人
423,东阿阿胶,吴怀锋,董秘、董事、高管,5000.0,30212.0,竞价交易,2014-03-25,2014-03-26,吴怀锋,本人
423,东阿阿胶,吴怀锋,董秘、董事、高管,9700.0,39912.0,竞价交易,2014-12-25,2014-12-26,吴怀锋,本人
426,兴业矿业,赵飞,高管,20000.0,39239.0,竞价交易,2014-01-24,2014-01-27,赵飞,本人
488,晨鸣纸业,陈洪国,董事、高管,100000.0,6434527.0,竞价交易,2014-03-24,2014-03-25,陈洪国,本人
514,渝开发,徐平,董事,11500.0,11500.0,竞价交易,2014-10-29,2014-10-30,徐涛,兄弟姐妹
521,美菱电器,李伟,高管,20000.0,394900.0,竞价交易,2014-08-15,2014-08-18,李伟,本人
521,美菱电器,张晓龙,高管,164700.0,164700.0,竞价交易,2014-09-15,2014-09-16,张晓龙,本人
521,美菱电器,尚文,监事,94000.0,203600.0,竞价交易,2014-10-22,2014-10-23,尚文,本人
521,美菱电器,李伟,高管,161000.0,833900.0,竞价交易,2014-11-11,2014-11-12,李伟,本人
521,皖美菱B,LIUHONGWEI,高管,900.0,441092.0,竞价交易,2014-10-31,2014-11-03,LIUHONGWEI,本人
521,皖美菱B,LIUHONGWEI,高管,155920.0,441992.0,竞价交易,2014-11-04,2014-11-05,LIUHONGWEI,本人
523,广州浪奇,陈建斌,董秘、高管,6600.0,44300.0,竞价交易,2014-01-23,2014-01-24,陈建斌,本人
528,柳工,黄华琳,董秘,10000.0,10000.0,竞价交易,2014-01-13,2014-01-14,黄华琳,本人
530,大冷股份,肖永勤,董事,1000.0,1000.0,竞价交易,2014-02-17,2014-02-18,肖永勤,本人
534,万泽股份,李光焱,董事,6300.0,6300.0,竞价交易,2014-03-28,2014-03-31,董晶,配偶
540,中天城投,王强,独立董事,20000.0,20000.0,竞价交易,2014-01-06,2014-01-07,王强,本人
540,中天城投,石维国,董事,1900.0,1900.0,竞价交易,2014-10-13,2014-10-14,石爱民,兄弟姐妹
546,光华控股,孔祥忠,独立董事,8000.0,8000.0,竞价交易,2014-05-12,2014-05-13,孔祥桂,兄弟姐妹
551,创元科技,宋锡武,董事,2000.0,2000.0,竞价交易,2014-12-12,2014-12-15,宋锡滁,兄弟姐妹
561,烽火电子,王志杰,高管,14000.0,14001.0,竞价交易,2014-01-21,2014-01-22,王嫄,子女
566,海南海药,王伟,董事、高管,100000.0,272500.0,竞价交易,2014-01-10,2014-01-14,王伟,本人
590,紫光古汉,乔志城,董事,350881.0,41413520.0,竞价交易,2014-04-08,2014-04-09,紫光集团有限公司,受控法人
590,紫光古汉,乔志城,董事,30000.0,41443520.0,竞价交易,2014-05-29,2014-05-30,紫光集团有限公司,受控法人
590,紫光古汉,乔志城,董事,20300.0,41561844.0,竞价交易,2014-07-24,2014-07-25,紫光集团有限公司,受控法人
591,桐君阁,彭启源,董事,12100.0,12100.0,竞价交易,2014-12-09,2014-12-10,彭启源,本人
592,平潭发展,刘平山,董事,5000.0,18000.0,竞价交易,2014-10-20,2014-10-21,周笑华,配偶
597,东北制药,谢占武,高管,15000.0,15000.0,竞价交易,2014-06-20,2014-06-23,谢占武,本人
601,韶能股份,廖树养,监事,5800.0,43800.0,竞价交易,2014-05-13,2014-05-14,廖树养,本人
607,华智控股,陈森强,监事,1400.0,1400.0,竞价交易,2014-12-18,2014-12-19,陈森强,本人
609,绵世股份,郑宽,董事、高管,12000.0,262000.0,竞价交易,2014-01-06,2014-01-07,郑宽,本人
609,绵世股份,王瑞,董事,36000.0,36000.0,竞价交易,2014-02-28,2014-03-03,王瑞,本人
609,绵世股份,王瑞,董事,177100.0,213100.0,竞价交易,2014-03-03,2014-03-04,王瑞,本人
609,绵世股份,张成,董事、高管,30800.0,230800.0,竞价交易,2014-05-05,2014-05-06,张成,本人
609,绵世股份,王国庭,高管,1882.0,136182.0,竞价交易,2014-06-03,2014-06-04,王国庭,本人
612,焦作万方,宋支边,董事,2000.0,2000.0,竞价交易,2014-09-19,2014-09-22,乔畅玲,配偶
612,焦作万方,黄振彬,董事,100.0,100.0,竞价交易,2014-12-22,2014-12-23,黄山,子女
617,石油济柴,朱一洪,监事,500.0,500.0,竞价交易,2014-12-11,2014-12-12,贾国华,配偶
620,新华联,胡金亮,独立董事,939660.0,939660.0,竞价交易,2014-10-27,2014-10-28,胡博,子女
623,吉林敖东,杨凯,高管,50000.0,50000.0,竞价交易,2014-06-19,2014-06-20,杨凯,本人
625,长安汽车,范朝东,监事,300.0,300.0,竞价交易,2014-08-27,2014-08-28,张渝玲,配偶
625,长安汽车,朱华荣,董事、高管,25200.0,25200.0,竞价交易,2014-10-14,2014-10-15,朱华荣,本人
625,长安汽车,董扬,独立董事,600.0,600.0,竞价交易,2014-12-19,2014-12-22,董汉,子女
630,铜陵有色,詹德光,高管,11100.0,11700.0,竞价交易,2014-01-17,2014-01-20,詹德光,本人
630,铜陵有色,刘建设,高管,1000.0,1000.0,竞价交易,2014-04-25,2014-04-28,彭有生,配偶
630,铜陵有色,刘建设,高管,1000.0,1000.0,竞价交易,2014-06-25,2014-06-26,彭有生,配偶
639,西王食品,吴振金,董事,1000.0,1000.0,竞价交易,2014-07-17,2014-07-18,陆美娇,配偶
651,格力电器,董明珠,董事、高管,5500.0,21154346.0,竞价交易,2014-03-07,2014-03-10,董明珠,本人
651,格力电器,董明珠,董事、高管,50300.0,21206746.0,竞价交易,2014-05-23,2014-05-26,董明珠,本人
651,格力电器,孟祥凯,董事,2500.0,2500.0,竞价交易,2014-09-18,2014-09-19,孟祥凯,本人
656,金科股份,陈昌凤,高管,800.0,800.0,竞价交易,2014-02-17,2014-02-18,陈昌均,兄弟姐妹
656,金科股份,陈红,监事,6200.0,6200.0,竞价交易,2014-11-05,2014-11-06,陈平,兄弟姐妹
665,湖北广电,张海明,董事,1000.0,1000.0,竞价交易,2014-10-09,2014-10-10,张启明,兄弟姐妹
666,经纬纺机,丁宇菲,监事,10000.0,10000.0,竞价交易,2014-12-11,2014-12-12,李淑珍,父母
671,阳光城,吴洁,监事,22935.0,253169050.0,竞价交易,2014-01-02,2014-01-03,福建阳光集团有限公司,受控法人
671,阳光城,廖剑锋,董秘、董事,1478000.0,3473000.0,竞价交易,2014-09-26,2014-09-29,廖剑锋,本人
671,阳光城,林贻辉,董事,5000.0,5000.0,竞价交易,2014-10-13,2014-10-14,林贻祥,兄弟姐妹
671,阳光城,吴洁,监事,750000.0,271717497.0,竞价交易,2014-11-03,2014-11-04,福建阳光集团有限公司,受控法人
671,阳光城,吴洁,监事,370300.0,273266824.0,竞价交易,2014-12-24,2014-12-25,福建阳光集团有限公司,受控法人
672,上峰水泥,俞锋,董事、高管,1824488.0,247174652.0,竞价交易,2014-05-23,2014-05-26,浙江上峰控股集团有限公司,受控法人
672,上峰水泥,俞锋,董事、高管,190000.0,253770071.0,竞价交易,2014-06-19,2014-06-20,浙江上峰控股集团有限公司,受控法人
672,上峰水泥,高翔,董事,4000.0,4000.0,竞价交易,2014-08-07,2014-08-08,叶美娟,配偶
672,上峰水泥,赵林中,董事,809888.0,72570820.0,竞价交易,2014-09-10,2014-09-15,富润控股集团有限公司,受控法人
672,上峰水泥,赵林中,董事,200.0,200.0,竞价交易,2014-10-23,2014-10-24,高静,配偶
672,上峰水泥,肖家祥,董事,10000.0,20000.0,竞价交易,2014-12-29,2014-12-30,刘金芝,配偶
677,恒天海龙,朱长锋,监事,88000.0,88000.0,竞价交易,2014-11-11,2014-11-12,朱长锋,本人
681,视觉中国,周云东,董事,500.0,500.0,竞价交易,2014-12-23,2014-12-24,周云东,本人
685,中山公用,曾智垚,监事,5000.0,5000.0,竞价交易,2014-11-27,2014-11-28,余冬梅,配偶
687,恒天天鹅,崔志强,监事,300.0,300.0,竞价交易,2014-03-13,2014-03-14,崔志强,本人
692,惠天热电,李阔,监事,1500.0,1500.0,竞价交易,2014-03-10,2014-03-11,李阔,本人
703,恒逸石化,王铁铭,监事,1900.0,1900.0,竞价交易,2014-07-15,2014-07-16,王立平,兄弟姐妹
720,新能泰山,郭启兴,董事,100.0,100.0,竞价交易,2014-09-12,2014-09-15,郭亮,子女
721,西安饮食,张新宇,高管,700.0,700.0,竞价交易,2014-11-06,2014-11-07,褚海兰,配偶
725,京东方A,陈炎顺,董事、高管,260000.0,260000.0,竞价交易,2014-05-05,2014-05-06,陈炎顺,本人
725,京东方A,王家恒,董事、高管,100000.0,250000.0,竞价交易,2014-06-04,2014-06-05,王家恒,本人
732,泰禾集团,丁毓琨,监事,1900.0,1900.0,竞价交易,2014-05-06,2014-05-07,陈海燕,配偶
738,中航动控,彭建武,董事,400.0,400.0,竞价交易,2014-09-23,2014-09-24,彭梦琪,子女
750,国海证券,崔薇薇,董事,3000.0,3000.0,竞价交易,2014-12-09,2014-12-10,崔薇薇,本人
762,西藏矿业,甘启义,独立董事,5400.0,5400.0,竞价交易,2014-08-12,2014-08-13,甘英,兄弟姐妹
776,广发证券,杨龙,高管,8300.0,8300.0,竞价交易,2014-12-05,2014-12-08,杨淑香,兄弟姐妹
777,中核科技,贺凤英,监事,100.0,100.0,竞价交易,2014-12-24,2014-12-25,贺凤英,本人
778,新兴铸管,许国方,高管,10800.0,10800.0,竞价交易,2014-10-16,2014-10-17,许国英,兄弟姐妹
783,长江证券,高培勇,独立董事,2400.0,2400.0,竞价交易,2014-10-24,2014-10-27,高红,兄弟姐妹
783,长江证券,胡思勇,监事,100.0,100.0,竞价交易,2014-12-16,2014-12-17,胡方玉,配偶
801,四川九洲,程旗,董事,800.0,800.0,竞价交易,2014-10-24,2014-10-27,程红,兄弟姐妹
806,银河投资,司旭东,高管,1000.0,1000.0,竞价交易,2014-12-24,2014-12-25,夏旭敏,兄弟姐妹
807,云铝股份,李学军,监事,2000.0,10000.0,竞价交易,2014-10-09,2014-10-10,李绍尧,父母
811,烟台冰轮,王钦波,高管,43100.0,43100.0,竞价交易,2014-05-05,2014-05-06,于澍惠,配偶
813,天山纺织,王小平,董事,500.0,500.0,竞价交易,2014-12-23,2014-12-24,李柏梅,配偶
818,方大化工,朱镝,监事,20000.0,20000.0,竞价交易,2014-02-25,2014-02-26,彭岩,父母
831,五矿稀土,姜世雄,董事,40000.0,40000.0,竞价交易,2014-07-22,2014-07-23,姜士兵,兄弟姐妹
831,五矿稀土,张苹,监事,2000.0,2000.0,竞价交易,2014-12-04,2014-12-05,张力,兄弟姐妹
836,鑫茂科技,胡茜,高管,2000.0,2000.0,竞价交易,2014-04-09,2014-04-10,钱在芬,父母
838,国兴地产,彭陵江,董事,14900.0,14900.0,竞价交易,2014-04-02,2014-04-03,彭波,兄弟姐妹
838,国兴地产,朱凤先,董事,9400.0,9400.0,竞价交易,2014-08-15,2014-08-18,朱凤先,本人
839,中信国安,廖小同,董秘、董事,3000.0,3000.0,竞价交易,2014-12-01,2014-12-02,姚志红,配偶
858,五粮液,余铭书,监事,10000.0,10000.0,竞价交易,2014-02-27,2014-02-28,余铭书,本人
858,五粮液,傅南平,独立董事,179100.0,385004.0,竞价交易,2014-07-25,2014-07-28,国泰君安证券股份有限公司,受控法人
878,云南铜业,张劲锋,监事,800.0,800.0,竞价交易,2014-09-30,2014-10-08,刘文权,配偶
880,潍柴重机,李德,高管,100.0,100.0,竞价交易,2014-02-24,2014-02-25,李万里,子女
882,华联股份,周剑军,董秘,300.0,300.0,竞价交易,2014-02-26,2014-02-27,王月娥,父母
882,华联股份,赵国清,董事,3000.0,3000.0,竞价交易,2014-09-24,2014-09-25,王秀兰,配偶
883,湖北能源,金彪,高管,54200.0,57600.0,竞价交易,2014-01-27,2014-01-28,金彪,本人
883,湖北能源,覃辉,监事,10000.0,10000.0,竞价交易,2014-02-14,2014-02-17,段军,配偶
883,湖北能源,邓玉敏,高管,20000.0,40000.0,竞价交易,2014-03-04,2014-03-05,邓玉敏,本人
883,湖北能源,刘承立,监事,1000.0,1000.0,竞价交易,2014-10-13,2014-10-14,刘承珍,兄弟姐妹
887,中鼎股份,陈兴华,高管,234100.0,335211.0,竞价交易,2014-12-24,2014-12-25,陈兴华,本人
893,东凌粮油,陈雪平,高管,500.0,500.0,竞价交易,2014-12-10,2014-12-11,赖桂新,父母
895,双汇发展,万隆,董事,100000.0,194490.0,竞价交易,2014-11-27,2014-11-28,万隆,本人
895,双汇发展,马相杰,高管,6600.0,10900.0,竞价交易,2014-12-02,2014-12-03,师惠迎,配偶
900,现代投资,杜明辉,高管,47600.0,47600.0,竞价交易,2014-11-07,2014-11-10,杜明辉,本人
905,厦门港务,刘鹭华,独立董事,10000.0,10000.0,竞价交易,2014-04-10,2014-04-11,刘鹭滨,兄弟姐妹
906,物产中拓,徐愧儒,高管,200.0,200.0,竞价交易,2014-03-03,2014-03-04,李学红,配偶
909,数源科技,姚姚,董事,10000.0,10000.0,竞价交易,2014-02-26,2014-02-27,姚勤,兄弟姐妹
915,山大华特,张大钰,监事,900.0,900.0,竞价交易,2014-04-02,2014-04-03,崔锦绣,配偶
915,山大华特,张大钰,监事,200.0,800.0,竞价交易,2014-07-14,2014-07-15,崔锦绣,配偶
915,山大华特,王堃,监事,100.0,100.0,竞价交易,2014-08-01,2014-08-04,刘升贤,配偶
919,金陵药业,王锁金,高管,7800.0,137200.0,竞价交易,2014-10-13,2014-10-14,王锁金,本人
920,南方汇通,胡鹏飞,高管,4000.0,4000.0,竞价交易,2014-12-17,2014-12-18,韩瑞敏,配偶
921,海信科龙,贾少谦,高管,258060.0,258060.0,股权激励,2014-05-22,2014-05-23,贾少谦,本人
932,华菱钢铁,阳向宏,董秘,2000.0,2000.0,竞价交易,2014-07-23,2014-07-24,阳旭亮,兄弟姐妹
933,神火股份,王洪涛,高管,500.0,500.0,竞价交易,2014-12-16,2014-12-17,王耀锋,子女
948,南天信息,杨暾,高管,1000.0,1000.0,竞价交易,2014-11-07,2014-11-10,杨旌,兄弟姐妹
949,新乡化纤,朱学新,高管,74200.0,74200.0,竞价交易,2014-06-26,2014-06-27,朱学新,本人
959,首钢股份,王建伟,高管,6448.0,6448.0,竞价交易,2014-08-29,2014-09-02,王建伟,本人
960,锡业股份,包世泽,董事,3400.0,3400.0,竞价交易,2014-11-26,2014-11-27,包世泽,本人
970,中科三环,李景宏,高管,25000.0,25000.0,竞价交易,2014-04-29,2014-04-30,李威,子女
970,中科三环,刘英民,监事,10000.0,10000.0,竞价交易,2014-05-19,2014-05-20,刘英民,本人
970,中科三环,田文斌,证券事务代表,24981.0,54981.0,竞价交易,2014-06-30,2014-07-01,田文斌,本人
970,中科三环,姚刚,高管,50000.0,50000.0,竞价交易,2014-12-17,2014-12-18,姚宇良,父母
973,佛塑科技,王玉红,监事,1000.0,2500.0,竞价交易,2014-11-26,2014-11-27,张耀卿,配偶
975,银泰资源,辛向东,董事,2062100.0,7883292.0,竞价交易,2014-03-19,2014-03-20,辛向东,本人
975,银泰资源,杨海飞,董事、高管,20000.0,20000.0,竞价交易,2014-05-13,2014-05-14,杨海飞,本人
975,银泰资源,辛向东,董事,6200.0,8006292.0,竞价交易,2014-06-04,2014-06-05,辛向东,本人
975,银泰资源,谢振玉,董事,500.0,500.0,竞价交易,2014-09-16,2014-09-17,谢振国,兄弟姐妹
977,浪潮信息,胡雷钧,高管,200.0,200.0,竞价交易,2014-01-02,2014-01-08,胡雷婷,兄弟姐妹
979,中弘股份,王永红,董事,477720.0,984836020.0,竞价交易,2014-07-17,2014-07-18,中弘卓业集团有限公司,受控法人
987,广州友谊,江国源,董秘、高管,11800.0,44820.0,竞价交易,2014-01-13,2014-01-14,江国源,本人
988,华工科技,蔡学恩,独立董事,14300.0,14300.0,竞价交易,2014-11-18,2014-11-19,蔡东霞,
995,皇台酒业,栾德利,高管,2000.0,2000.0,竞价交易,2014-07-31,2014-08-01,栾德利,本人
996,中国中期,徐朝武,董秘、董事、高管,1000.0,1000.0,竞价交易,2014-02-28,2014-03-03,徐朝武,本人
998,隆平高科,廖翠猛,董事、高管,128189.0,11575289.0,竞价交易,2014-04-17,2014-04-18,廖翠猛,本人
2001,新和成,邱金倬,监事,1000.0,1000.0,竞价交易,2014-06-04,2014-06-05,邱淑香,兄弟姐妹
2003,伟星股份,张三云,董事、高管,11000.0,79052398.0,竞价交易,2014-01-07,2014-01-08,伟星集团有限公司,受控法人
2014,永新股份,许立杰,监事,1000.0,1200.0,竞价交易,2014-12-05,2014-12-08,许立栋,兄弟姐妹
2019,亿帆鑫富,林关羽,董事,3500000.0,3500000.0,大宗交易,2014-12-16,2014-12-17,林俊峰,子女
2037,久联发展,饶玉,高管,5000.0,5000.0,竞价交易,2014-03-27,2014-03-28,张彦尧,配偶
2038,双鹭药业,徐明波,董事、高管,5000.0,102974003.0,竞价交易,2014-03-10,2014-03-11,徐明波,本人
2041,登海种业,唐世伟,监事,600.0,1500.0,竞价交易,2014-03-21,2014-03-24,毛书平,配偶
2042,华孚色纺,陈亮,高管,1000.0,68850.0,竞价交易,2014-05-14,2014-05-15,陈亮,本人
2043,兔宝宝,张齐生,独立董事,6900.0,6900.0,竞价交易,2014-10-13,2014-10-14,张蓉,子女
2044,江苏三友,陆尔穗,董事,200000.0,200000.0,竞价交易,2014-01-30,2014-02-07,陆尔穗,本人
2044,江苏三友,陆尔穗,董秘、董事,31800.0,31800.0,竞价交易,2014-06-12,2014-06-13,陆尔穗,本人
2045,国光电器,周海昌,董事,560000.0,560000.0,竞价交易,2014-06-05,2014-06-06,房卫红,配偶
2047,成霖股份,胡兰萍,监事,17800.0,37800.0,竞价交易,2014-01-14,2014-01-21,刘韬,子女
2048,宁波华翔,张立人,独立董事,3900.0,3900.0,竞价交易,2014-08-19,2014-08-20,叶冬梅,配偶
2050,三花股份,史初良,董事,10000.0,10000.0,竞价交易,2014-09-30,2014-10-08,冯伟红,配偶
2052,同洲电子,欧阳建国,独立董事,4800.0,4800.0,竞价交易,2014-02-17,2014-02-18,俞晓帮,配偶
2052,同洲电子,王红伟,监事,1000.0,1000.0,竞价交易,2014-04-02,2014-04-03,王红伟,本人
2052,同洲电子,叶欣,董秘,3000000.0,3000000.0,大宗交易,2014-12-26,2014-12-29,叶欣,本人
2056,横店东磁,何时金,董事、高管,111400.0,111400.0,竞价交易,2014-04-30,2014-05-05,何时金,本人
2064,华峰氨纶,林建一,董事,5100.0,16400.0,竞价交易,2014-02-14,2014-02-17,林聿洲,子女
2064,华峰氨纶,潘基础,董事、高管,100.0,100.0,竞价交易,2014-11-04,2014-11-05,李迎春,配偶
2064,华峰氨纶,徐淑媛,高管,4800.0,4800.0,竞价交易,2014-12-02,2014-12-03,李宁,配偶
2065,东华软件,韩士斌,高管,1000.0,1000.0,竞价交易,2014-04-01,2014-04-02,韩士英,兄弟姐妹
2065,东华软件,徐德力,高管,300.0,62700.0,竞价交易,2014-06-03,2014-06-04,徐德力,本人
2065,东华软件,郭玉杰,监事,47000.0,47000.0,竞价交易,2014-12-02,2014-12-03,郭玉杰,本人
2069,獐子岛,勾荣,高管,89500.0,89500.0,竞价交易,2014-12-10,2014-12-11,勾荣,本人
2070,众和股份,李智勇,监事,4300.0,4300.0,竞价交易,2014-07-14,2014-07-15,李燕,兄弟姐妹
2079,苏州固锝,古媚君,高管,2000.0,6500.0,竞价交易,2014-02-19,2014-02-20,刘佩仙,父母
2081,金螳螂,罗承云,董秘、董事、高管,30300.0,2162988.0,竞价交易,2014-03-11,2014-03-12,罗承云,本人
2083,孚日股份,张树明,监事,500.0,26600.0,竞价交易,2014-06-04,2014-06-05,王彩,配偶
2089,新海宜,张亦斌,董事、高管,23859241.0,103390044.0,增发配股,2014-06-20,2014-06-25,张亦斌,本人
2090,金智科技,丁小异,董事,200.0,200.0,竞价交易,2014-03-28,2014-03-31,丁大同,兄弟姐妹
2091,江苏国泰,郭军,高管,10000.0,85000.0,竞价交易,2014-07-14,2014-07-15,郭军,本人
2091,江苏国泰,陈晓东,董事,1000.0,19530.0,竞价交易,2014-11-12,2014-11-13,严美芬,父母
2091,江苏国泰,顾建平,独立董事,2700.0,2700.0,竞价交易,2014-12-12,2014-12-15,顾建荣,兄弟姐妹
2092,中泰化学,彭江玲,高管,500.0,1100.0,竞价交易,2014-11-14,2014-11-17,彭振财,父母
2094,青岛金王,杜心强,董秘、董事、高管,1900.0,1900.0,竞价交易,2014-02-17,2014-02-18,杜心红,兄弟姐妹
2094,青岛金王,杜心强,董秘、董事、高管,50000.0,50000.0,竞价交易,2014-05-27,2014-05-28,杜心强,本人
2096,南岭民爆,李建华,董事,2000.0,2000.0,竞价交易,2014-05-15,2014-05-16,李彩凤,兄弟姐妹
2098,浔兴股份,张田,董事、高管,4100.0,4100.0,竞价交易,2014-10-15,2014-10-16,余珠,配偶
2100,天康生物,吴铭齐,高管,200.0,200.0,竞价交易,2014-12-03,2014-12-04,吴铭燕,兄弟姐妹
2112,三变科技,卢旭日,董事,200000.0,10083351.0,大宗交易,2014-12-01,2014-12-02,卢旭日,本人
2116,中国海诚,胡小平,董秘、高管,27000.0,227075.0,股权激励,2014-06-05,2014-06-12,胡小平,本人
2116,中国海诚,徐秋红,董事,500.0,500.0,竞价交易,2014-09-19,2014-09-22,徐培红,兄弟姐妹
2119,康强电子,冯小龙,董事、高管,1600.0,1600.0,竞价交易,2014-12-17,2014-12-18,冯桂英,兄弟姐妹
2124,天邦股份,张志祥,高管,60000.0,1758000.0,股权激励,2014-11-18,2014-11-19,张志祥,本人
2127,*ST新民,孙小华,董事,32400.0,32400.0,竞价交易,2014-08-19,2014-08-20,孙林华,兄弟姐妹
2127,*ST新民,孙小华,董事,600.0,600.0,竞价交易,2014-09-24,2014-09-25,孙林华,兄弟姐妹
2133,广宇集团,王轶磊,董事,368372.0,72815852.0,竞价交易,2014-06-26,2014-06-27,王鹤鸣,父母
2133,广宇集团,王轶磊,董事,500000.0,73780152.0,竞价交易,2014-07-01,2014-07-02,王鹤鸣,父母
2133,广宇集团,江利雄,董事、高管,120000.0,120000.0,竞价交易,2014-11-11,2014-11-12,陈小玲,父母
2134,*ST普林,林晓华,董秘,100.0,100.0,竞价交易,2014-10-08,2014-10-09,卢小曼,配偶
2135,东南网架,郭明明,董事,30000.0,50445991.0,竞价交易,2014-05-07,2014-05-08,郭明明,本人
2138,顺络电子,徐祖华,证券事务代表,5600.0,71000.0,竞价交易,2014-11-13,2014-11-14,徐祖华,本人
2140,东华科技,吴光美,董事、高管,200000.0,1678600.0,竞价交易,2014-01-20,2014-01-21,吴光美,本人
2140,东华科技,吴光美,董事、高管,100000.0,1778600.0,竞价交易,2014-02-13,2014-02-14,吴光美,本人
2142,宁波银行,傅继军,独立董事,27600.0,27600.0,竞价交易,2014-12-29,2014-12-30,王守伟,配偶
2148,北纬通信,许建国,董事,100.0,100.0,竞价交易,2014-10-31,2014-11-03,许玉儿,兄弟姐妹
2159,三特索道,吕平,高管,1500.0,1500.0,竞价交易,2014-01-15,2014-01-16,吕华瑛,兄弟姐妹
2159,三特索道,王栎栎,董秘,2000.0,2000.0,竞价交易,2014-12-23,2014-12-24,王在平,父母
2162,斯米克,王其鑫,董事,160000.0,160000.0,竞价交易,2014-03-19,2014-03-20,王其鑫,本人
2171,精诚铜业,汤秋桂,高管,100.0,100.0,竞价交易,2014-08-15,2014-08-18,单剑秋,配偶
2172,澳洋科技,肖维红,独立董事,1500.0,1500.0,竞价交易,2014-03-06,2014-03-07,肖亿立,兄弟姐妹
2176,江特电机,彭敏峰,董事,3000.0,3000.0,竞价交易,2014-09-23,2014-09-24,彭敏峰,本人
2178,延华智能,岳崚,高管,420000.0,420000.0,股权激励,2014-06-26,2014-06-27,岳崚,本人
2180,万力达,林涛,董事、高管,50105.0,50105.0,竞价交易,2014-09-23,2014-09-24,刘秀清,配偶
2183,怡亚通,李倩仪,高管,300025.0,300025.0,竞价交易,2014-12-25,2014-12-26,李倩仪,本人
2187,广百股份,冼家雄,董事,2000.0,2000.0,竞价交易,2014-01-30,2014-02-07,冼家麟,兄弟姐妹
2189,利达光电,肖连丰,董事,223672.0,223672.0,竞价交易,2014-06-12,2014-06-13,北京天源清水科贸有限公司,受控法人
2189,利达光电,肖连丰,董事,278000.0,864300.0,竞价交易,2014-09-17,2014-09-18,肖连丰,本人
