交易代码,公司名称,董监高姓名,职务,变动数,变动后持股数,变动原因,变动日期,填报日期,股份变动人姓名,变动人与董监高的关系
408,金谷源,郑钜夫,董事,27800.0,27800.0,竞价交易,2013-03-11,2013-03-13,路希,配偶
409,ST泰复,宋少芹,监事,200.0,200.0,竞价交易,2013-03-29,2013-04-02,宋少芹,本人
409,泰复实业,费心,监事,700.0,700.0,竞价交易,2013-06-07,2013-06-14,柴淮娟,父母
409,泰复实业,费心,监事,500.0,1200.0,竞价交易,2013-07-17,2013-07-19,柴淮娟,父母
415,渤海租赁,黄敏,监事,5000.0,5000.0,竞价交易,2013-06-04,2013-06-06,黄敏,本人
416,民生投资,刘仲川,独立董事,5000.0,5000.0,竞价交易,2013-02-01,2013-02-05,王卫华,配偶
419,通程控股,刘欢,监事,1000.0,1000.0,竞价交易,2013-09-11,2013-09-12,佘波,配偶
428,华天酒店,郭敏,监事,9200.0,9200.0,竞价交易,2013-01-28,2013-01-30,郭敏,本人
428,华天酒店,吴冰颖,监事,40000.0,40000.0,竞价交易,2013-02-01,2013-02-05,罗翼,配偶
488,晨鸣B,王春方,董秘、高管,70000.0,30000.0,竞价交易,2013-05-03,2013-05-07,王春方,本人
517,荣安地产,王久芳,董事、高管,77685.0,77685.0,竞价交易,2013-02-21,2013-02-25,王久林,兄弟姐妹
521,美菱电器,李霞,董秘,202800.0,202800.0,竞价交易,2013-08-23,2013-08-27,李霞,本人
521,皖美菱B,刘宏伟,高管,62500.0,62500.0,竞价交易,2013-08-29,2013-09-04,刘宏伟,本人
521,皖美菱B,刘宏伟,高管,71492.0,333992.0,竞价交易,2013-09-02,2013-09-05,刘宏伟,本人
528,柳工,罗国兵,高管,500.0,500.0,竞价交易,2013-01-25,2013-01-29,罗小菊,兄弟姐妹
532,力合股份,郑欢雪,独立董事,1900.0,1900.0,竞价交易,2013-02-01,2013-02-05,郑巧清,兄弟姐妹
553,沙隆达B,刘军,监事,4100.0,,竞价交易,2013-02-08,2013-02-19,刘军,本人
561,烽火电子,李培峰,高管,10000.0,10000.0,竞价交易,2013-11-20,2013-11-21,李慧峰,兄弟姐妹
562,宏源证券,许建平,高管,500.0,500.0,竞价交易,2013-06-03,2013-06-05,许祥贞,兄弟姐妹
567,海德股份,贺颖奇,独立董事,700.0,8400.0,竞价交易,2013-10-23,2013-10-24,陈佳俊,配偶
568,泸州老窖,张良,高管、董事,174000.0,348000.0,股权激励,2013-06-21,2013-06-26,张良,本人
571,新大洲A,黄赦慈,董事、高管,500.0,500.0,竞价交易,2013-05-08,2013-05-10,黄顺萍,兄弟姐妹
571,新大洲A,杜岩,高管,10000.0,30000.0,竞价交易,2013-08-26,2013-08-28,张玲,配偶
571,新大洲A,杜树良,董事、高管,67300.0,117384.0,竞价交易,2013-12-18,2013-12-19,杜树良,本人
586,汇源通信,刘中一,董事、高管,389900.0,389900.0,大宗交易,2013-11-07,2013-11-08,侯燕,配偶
590,紫光古汉,乔志城,董事,160000.0,40593439.0,竞价交易,2013-10-23,2013-10-24,紫光集团有限公司,受控法人
590,紫光古汉,乔志城,董事,15200.0,41062639.0,竞价交易,2013-11-08,2013-11-11,紫光集团有限公司,受控法人
600,建投能源,白志军,高管,1500.0,1500.0,竞价交易,2013-11-07,2013-11-08,白志江,兄弟姐妹
601,韶能股份,袁勇会,高管,11200.0,45796.0,竞价交易,2013-09-16,2013-09-17,袁勇会,本人
606,青海明胶,李梅珍,监事,900.0,900.0,竞价交易,2013-04-16,2013-04-18,李梅珍,本人
609,绵世股份,王国庭,高管,20000.0,20000.0,竞价交易,2013-05-02,2013-05-06,王国庭,本人
609,绵世股份,王国庭,高管,10000.0,40000.0,竞价交易,2013-06-07,2013-06-14,王国庭,本人
609,绵世股份,李鹏,高管,15000.0,35000.0,竞价交易,2013-08-19,2013-08-21,李鹏,本人
609,绵世股份,石东平,高管,20000.0,40000.0,竞价交易,2013-09-24,2013-09-25,石东平,本人
609,绵世股份,李鹏,高管,5000.0,35000.0,竞价交易,2013-10-17,2013-10-18,李鹏,本人
609,绵世股份,杨青凤,监事,500.0,500.0,竞价交易,2013-11-01,2013-11-04,吴明,配偶
609,绵世股份,王国庭,高管,15000.0,60000.0,竞价交易,2013-12-02,2013-12-03,王国庭,本人
620,新华联,徐杨,高管,2000.0,2000.0,竞价交易,2013-03-28,2013-04-01,杨婉云,父母
620,新华联,杭冠宇,董秘、高管,5000.0,5000.0,竞价交易,2013-11-19,2013-11-20,杭异青,兄弟姐妹
625,长安汽车,陈陵涛,监事,2000.0,2000.0,竞价交易,2013-04-08,2013-04-10,许利,父母
625,长安汽车,刘波,高管,23000.0,23000.0,竞价交易,2013-07-29,2013-07-31,江鸿,配偶
632,三木集团,卢少辉,独立董事,4000.0,4000.0,竞价交易,2013-10-08,2013-10-09,卢少伟,兄弟姐妹
632,三木集团,卢少辉,独立董事,6000.0,6000.0,竞价交易,2013-11-18,2013-11-19,梁琳,配偶
663,永安林业,董永平,董事、高管,300.0,300.0,竞价交易,2013-12-03,2013-12-04,董力群,兄弟姐妹
671,阳光城,陈凯,高管,545550.0,1994321.0,竞价交易,2013-02-08,2013-02-19,陈凯,本人
671,阳光城,吴洁,监事,1008400.0,244406663.0,竞价交易,2013-10-30,2013-10-31,福建阳光集团有限公司,受控法人
671,阳光城,陈炳龙,独立董事,13400.0,13400.0,竞价交易,2013-11-01,2013-11-04,陈建琴,兄弟姐妹
671,阳光城,吴洁,监事,520000.0,246317763.0,竞价交易,2013-12-18,2013-12-19,福建阳光集团有限公司,受控法人
680,山推股份,王晓英,监事,100.0,100.0,竞价交易,2013-06-05,2013-06-07,王群英,兄弟姐妹
682,东方电子,王传起,高管,200.0,2900.0,竞价交易,2013-04-09,2013-04-11,王传起,本人
688,朝华集团,刘榕,董事、高管,20000.0,20000.0,竞价交易,2013-04-26,2013-05-03,刘雁,兄弟姐妹
688,建新矿业,赵威,董事,9500.0,9500.0,竞价交易,2013-08-28,2013-08-30,赵波,兄弟姐妹
688,建新矿业,刘建民,董事,30000.0,30000.0,竞价交易,2013-11-20,2013-11-21,刘建民,本人
688,建新矿业,刘建民,董事,10000.0,80627.0,竞价交易,2013-12-09,2013-12-10,刘建民,本人
690,宝新能源,丁珍珍,高管,3400.0,3541.0,竞价交易,2013-02-04,2013-02-06,梁子鸣,配偶
690,宝新能源,李志贤,监事,5400.0,5400.0,竞价交易,2013-05-06,2013-05-08,李秀琼,兄弟姐妹
697,炼石有色,赵更申,董事,3500.0,3500.0,竞价交易,2013-05-21,2013-05-23,赵硕蕾,子女
698,沈阳化工,单宝凡,高管,21400.0,21400.0,竞价交易,2013-02-27,2013-03-01,张革,配偶
700,模塑科技,曹克波,董事、高管,100000.0,100000.0,竞价交易,2013-07-01,2013-07-03,曹维,兄弟姐妹
703,恒逸石化,关宗祥,高管,200.0,200.0,竞价交易,2013-03-28,2013-04-01,关灵君,兄弟姐妹
726,鲁泰B,潘平利,高管,2300.0,52700.0,竞价交易,2013-08-30,2013-09-03,潘平利,本人
731,四川美丰,廖志军,监事,32400.0,84000.0,竞价交易,2013-03-11,2013-03-13,廖志军,本人
732,泰禾集团,黄其森,董事、高管,313796.0,1043096.0,竞价交易,2013-09-10,2013-09-11,黄其森,本人
732,泰禾集团,黄其森,董事、高管,519700.0,1562796.0,竞价交易,2013-11-11,2013-11-12,黄其森,本人
757,*ST浩物,赵刚,监事,5000.0,5000.0,竞价交易,2013-04-08,2013-04-10,罗昭,配偶
759,中百集团,朱新蓉,独立董事,1000.0,1000.0,竞价交易,2013-07-25,2013-07-29,朱新豪,
762,西藏矿业,饶琼,董事、高管,1000.0,1000.0,竞价交易,2013-11-04,2013-11-05,刘英,子女
778,新兴铸管,孟福利,董事,3000.0,22500.0,竞价交易,2013-07-09,2013-07-11,田秀珍,配偶
778,新兴铸管,王艳,监事,7740278.0,966367818.0,竞价交易,2013-10-25,2013-10-28,新兴际华集团有限公司,受控法人
788,西南合成,刘登汉,高管,2800.0,2800.0,竞价交易,2013-03-13,2013-03-15,刘登敏,兄弟姐妹
801,四川九洲,覃晓凤,监事,5000.0,5000.0,竞价交易,2013-11-18,2013-11-19,覃晓凤,本人
802,北京旅游,丛旗,高管,5000.0,5000.0,竞价交易,2013-03-04,2013-03-06,孙素琴,配偶
812,陕西金叶,梁培荣,董事,3300.0,3300.0,竞价交易,2013-07-17,2013-07-19,李晓莹,配偶
812,陕西金叶,周新庆,高管,72300.0,172300.0,竞价交易,2013-08-23,2013-08-27,周新庆,本人
812,陕西金叶,熊汉城,高管,55400.0,255400.0,竞价交易,2013-10-28,2013-10-29,熊汉城,本人
812,陕西金叶,沈克勤,高管,5000.0,140000.0,竞价交易,2013-11-05,2013-11-06,沈克勤,本人
812,陕西金叶,闫凯,董秘,20000.0,20000.0,竞价交易,2013-12-13,2013-12-16,闫凯,本人
829,天音控股,易江南,高管,500.0,500.0,竞价交易,2013-09-11,2013-09-12,易江红,兄弟姐妹
837,秦川发展,胡弘,董事,6200.0,6200.0,竞价交易,2013-01-31,2013-02-04,胡彦昭,子女
837,秦川发展,周恩泉,高管,10000.0,10000.0,竞价交易,2013-11-12,2013-11-13,周恩泉,本人
848,承德露露,左辉,高管,2600.0,2600.0,竞价交易,2013-01-31,2013-02-04,高勇,配偶
848,承德露露,王新国,高管,4700.0,4700.0,竞价交易,2013-02-21,2013-02-25,王红玉,配偶
858,五粮液,张辉,董事,900.0,900.0,竞价交易,2013-03-07,2013-03-11,张涛,兄弟姐妹
888,峨眉山A,周栋良,董事,12000.0,12000.0,竞价交易,2013-10-11,2013-10-14,徐成彬,配偶
893,东凌粮油,田岩,董秘、高管,200000.0,200000.0,大宗交易,2013-09-10,2013-09-11,田岩,本人
895,双汇发展,李向辉,监事,2200.0,2200.0,竞价交易,2013-05-29,2013-05-31,李向辉,本人
901,航天科技,怀效锋,独立董事,3200.0,3200.0,竞价交易,2013-08-29,2013-09-02,赖修桂,配偶
915,山大华特,方宁,高管,200.0,200.0,竞价交易,2013-01-09,2013-01-11,贾鹏,配偶
917,电广传媒,汤振羽,证券事务代表,13000.0,25000.0,竞价交易,2013-01-22,2013-01-24,汤振羽,本人
919,金陵药业,尹建彪,高管,40000.0,68200.0,竞价交易,2013-01-29,2013-01-31,尹建彪,本人
919,金陵药业,汤卫国,高管,13000.0,110800.0,竞价交易,2013-05-14,2013-05-16,汤卫国,本人
919,金陵药业,王锁金,高管,8000.0,116800.0,竞价交易,2013-07-08,2013-07-10,王锁金,本人
933,神火股份,王东华,高管,12700.0,37900.0,竞价交易,2013-06-26,2013-06-28,王东华,本人
936,华西股份,孙云丰,董事,200000.0,200000.0,竞价交易,2013-04-22,2013-04-24,孙云丰,本人
936,华西股份,吴协恩,董事,10000.0,10000.0,竞价交易,2013-06-24,2013-06-26,孙喜耀,子女
937,冀中能源,张党育,高管,18500.0,18500.0,竞价交易,2013-09-06,2013-09-09,高艳霞,配偶
939,凯迪电力,李林芝,董事,180000.0,180000.0,竞价交易,2013-09-18,2013-09-23,李林芝,本人
939,凯迪电力,陈义生,董事,52400.0,52400.0,竞价交易,2013-10-10,2013-10-11,陈义生,本人
952,广济药业,郭文超,监事,5399.0,5399.0,竞价交易,2013-05-28,2013-05-30,郭文静,兄弟姐妹
960,锡业股份,向鹏飞,监事,200.0,300.0,竞价交易,2013-06-21,2013-06-25,向威,子女
970,中科三环,姚宇良,高管,160000.0,160000.0,竞价交易,2013-10-31,2013-11-01,姚宇良,本人
970,中科三环,姚宇良,高管,50000.0,50000.0,竞价交易,2013-11-01,2013-11-04,姚刚,子女
975,科学城,辛向东,董事,400.0,400.0,竞价交易,2013-02-04,2013-02-06,辛向东,本人
975,科学城,辛向东,董事,5000.0,51000.0,竞价交易,2013-03-01,2013-03-05,辛向东,本人
975,银泰资源,辛向东,董事,321600.0,952600.0,竞价交易,2013-05-02,2013-05-06,辛向东,本人
975,银泰资源,冯道祥,独立董事,450087.0,450087.0,竞价交易,2013-08-28,2013-08-30,冯道祥,本人
978,桂林旅游,刘学明,董事,1000.0,1000.0,竞价交易,2013-03-22,2013-03-26,刘素兰,兄弟姐妹
980,金马股份,方茂军,高管,50000.0,50000.0,竞价交易,2013-06-04,2013-06-06,方茂军,本人
980,金马股份,杨海峰,董秘,62000.0,159000.0,竞价交易,2013-11-21,2013-11-22,杨海峰,本人
981,银亿股份,徐海江,监事,41400.0,41400.0,竞价交易,2013-11-06,2013-11-07,徐金生,父母
989,九芝堂,徐向平,董秘、高管,3000.0,3000.0,竞价交易,2013-04-22,2013-04-24,项莉,配偶
1696,宗申动力,黄培国,董事、高管,208800.0,261800.0,竞价交易,2013-05-07,2013-05-09,黄培国,本人
2008,大族激光,王磊,监事,100.0,100.0,竞价交易,2013-05-24,2013-05-28,郑素珍,父母
2009,天奇股份,白开军,董事,5000.0,5000.0,竞价交易,2013-05-15,2013-05-17,白红军,兄弟姐妹
2017,东信和平,袁建国,高管,100.0,1080.0,竞价交易,2013-09-06,2013-09-09,袁建萍,兄弟姐妹
2017,东信和平,袁建国,高管,500.0,1480.0,竞价交易,2013-10-08,2013-10-09,袁建萍,兄弟姐妹
2018,华星化工,陈斌,董事、高管,2000.0,2000.0,竞价交易,2013-10-22,2013-10-23,陈杰,兄弟姐妹
2022,科华生物,季玉鸣,监事,300.0,323.0,竞价交易,2013-02-18,2013-02-20,季玉梅,兄弟姐妹
2024,苏宁云商,孟祥胜,董事、高管,810251.0,3004249.0,竞价交易,2013-07-15,2013-07-17,孟祥胜,本人
2035,华帝股份,李洪峰,独立董事,1000.0,1000.0,竞价交易,2013-05-10,2013-05-14,李秋梦,子女
2038,双鹭药业,李亚军,高管,3300.0,13260.0,竞价交易,2013-09-10,2013-09-11,李亚军,本人
2042,华孚色纺,孙伟挺,董事,1500000.0,353769000.0,竞价交易,2013-07-22,2013-07-24,华孚控股有限公司,受控法人
2042,华孚色纺,丁敏,证券事务代表,1000.0,1000.0,竞价交易,2013-09-25,2013-09-26,尚文英,父母
2047,*ST成霖,刘荣现,监事,400.0,400.0,竞价交易,2013-07-01,2013-07-03,刘荣现,本人
2049,同方国芯,阎立群,高管,2600.0,8004660.0,竞价交易,2013-05-31,2013-06-04,阎永江,父母
2052,同洲电子,高长令,监事,20100.0,20100.0,竞价交易,2013-02-22,2013-02-26,高长令,本人
2052,同洲电子,刘一平,监事,5000.0,5000.0,竞价交易,2013-03-05,2013-03-07,刘一平,本人
2055,得润电子,李序根,监事,4400.0,4400.0,竞价交易,2013-04-18,2013-04-22,罗华英,配偶
2063,远光软件,朱安,董秘、高管,284412.0,567229.0,股权激励,2013-01-10,2013-01-16,朱安,本人
2063,远光软件,彭家辉,证券事务代表,25315.0,86175.0,股权激励,2013-09-05,2013-09-10,彭家辉,本人
2064,华峰氨纶,潘基础,董事、高管,10000.0,10000.0,竞价交易,2013-01-29,2013-01-31,潘爱群,兄弟姐妹
2064,华峰氨纶,林建一,董事,8600.0,8600.0,竞价交易,2013-10-10,2013-10-11,林聿洲,子女
2064,华峰氨纶,林建一,董事,5100.0,16300.0,竞价交易,2013-12-13,2013-12-16,林聿洲,子女
2070,众和股份,李智勇,监事,72600.0,72600.0,竞价交易,2013-12-11,2013-12-12,李志博,兄弟姐妹
2073,软控股份,孙林,高管,500.0,2000.0,竞价交易,2013-07-03,2013-07-05,姚文杰,配偶
2078,太阳纸业,李娜,高管,17200.0,107200.0,竞价交易,2013-04-10,2013-04-12,朱松,配偶
2080,中材科技,谭仲明,董事,300.0,300.0,竞价交易,2013-09-10,2013-09-11,谭芳,配偶
2081,金螳螂,倪林,董事,303870.0,5141160.0,股权激励,2013-01-31,2013-02-06,倪林,本人
2081,金螳螂,王洁,高管,151876.0,4390781.0,股权激励,2013-02-04,2013-02-08,王洁,本人
2081,金螳螂,白继忠,高管,152000.0,1221966.0,股权激励,2013-03-04,2013-03-07,白继忠,本人
2081,金螳螂,朱兴泉,高管,546750.0,3713201.0,股权激励,2013-07-12,2013-07-17,朱兴泉,本人
2083,孚日股份,李中尉,董事,528422.0,1239122.0,大宗交易,2013-06-25,2013-06-27,李俊英,配偶
2088,鲁阳股份,郑维金,高管,4000.0,8180.0,竞价交易,2013-07-04,2013-07-09,齐英山,配偶
2088,鲁阳股份,毕研海,监事,700.0,700.0,竞价交易,2013-09-09,2013-09-10,毕京成,子女
2089,新海宜,张亦斌,董事、高管,280000.0,79401403.0,竞价交易,2013-05-23,2013-05-27,张亦斌,本人
2089,新海宜,张亦斌,董事、高管,129400.0,79530803.0,竞价交易,2013-11-27,2013-11-28,张亦斌,本人
2093,国脉科技,吕祥熙,独立董事,10000.0,10000.0,竞价交易,2013-03-01,2013-03-05,孔晓莺,父母
2094,青岛金王,杨伟程,独立董事,12500.0,12500.0,竞价交易,2013-02-01,2013-02-05,杨祯先,兄弟姐妹
2094,青岛金王,杨伟程,独立董事,14000.0,84000.0,竞价交易,2013-03-05,2013-03-07,杨祯先,兄弟姐妹
2094,青岛金王,杨伟程,独立董事,16000.0,108000.0,竞价交易,2013-04-02,2013-04-07,杨祯先,兄弟姐妹
2094,青岛金王,杨伟程,监事,7000.0,37000.0,竞价交易,2013-05-02,2013-05-06,杨祯先,兄弟姐妹
2097,山河智能,庹新林,高管,10000.0,10000.0,竞价交易,2013-01-25,2013-01-29,庹新林,本人
2098,浔兴股份,谢静波,董秘、高管、证券事务代表,5000.0,5000.0,竞价交易,2013-12-13,2013-12-16,谢贤庆,父母
2100,天康生物,孙卫红,独立董事,5000.0,5000.0,竞价交易,2013-02-20,2013-02-22,孙道权,父母
2103,广博股份,尹中立,独立董事,16500.0,16500.0,竞价交易,2013-03-05,2013-03-07,尹中立,本人
2110,三钢闽光,谢径荣,监事,3900.0,3900.0,竞价交易,2013-06-26,2013-06-28,谢玉平,兄弟姐妹
2117,东港股份,郑钢,独立董事,4000.0,4000.0,竞价交易,2013-07-15,2013-07-17,郑睿,子女
2117,东港股份,王晓延,监事,500.0,4500.0,竞价交易,2013-08-16,2013-08-20,葛亚美,父母
2117,东港股份,王晓延,监事,500.0,5000.0,竞价交易,2013-10-29,2013-10-30,葛亚美,父母
2120,新海股份,陈庆秋,监事,100.0,100.0,竞价交易,2013-07-02,2013-07-04,陈秋叶,兄弟姐妹
2121,科陆电子,饶陆华,董事、高管,38400.0,167324400.0,竞价交易,2013-05-15,2013-05-17,饶陆华,本人
2126,银轮股份,陈庆河,董秘、高管,500.0,500.0,竞价交易,2013-10-21,2013-10-22,陈月飞,兄弟姐妹
2127,新民科技,任军,高管,1600.0,1600.0,竞价交易,2013-10-31,2013-11-01,任峰,兄弟姐妹
2135,东南网架,郭明明,董事,200000.0,48644263.0,竞价交易,2013-05-06,2013-05-08,郭明明,本人
2135,东南网架,郭明明,董事,522500.0,49662691.0,竞价交易,2013-06-19,2013-06-21,郭明明,本人
2135,东南网架,郭明明,董事,308400.0,50415991.0,竞价交易,2013-07-05,2013-07-09,郭明明,本人
2146,荣盛发展,耿建明,董事,105300.0,13792782.0,竞价交易,2013-01-23,2013-01-25,耿建富,兄弟姐妹
2146,荣盛发展,耿建明,董事,20000.0,13632436.0,竞价交易,2013-02-01,2013-02-05,耿建富,兄弟姐妹
2146,荣盛发展,耿建明,董事,2700.0,13399258.0,竞价交易,2013-03-19,2013-03-21,耿建富,兄弟姐妹
2146,荣盛发展,耿建明,董事,22000.0,12541258.0,竞价交易,2013-04-15,2013-04-17,耿建富,兄弟姐妹
2154,报喜鸟,余承唐,监事,2000.0,2000.0,竞价交易,2013-11-01,2013-11-04,余承唐,本人
2157,正邦科技,林印孙,董事,270000.0,173804607.0,竞价交易,2013-03-22,2013-03-26,正邦集团有限公司,受控法人
2157,正邦科技,林印孙,董事,367510.0,174172117.0,竞价交易,2013-06-05,2013-06-07,正邦集团有限公司,受控法人
2159,三特索道,刘丹军,董事、高管,1000.0,1000.0,竞价交易,2013-05-29,2013-05-31,刘丹娅,兄弟姐妹
2170,芭田股份,黄培钊,董事,805000.0,239625400.0,竞价交易,2013-07-16,2013-07-18,黄培钊,本人
2172,澳洋科技,徐惠新,监事,4100.0,4100.0,竞价交易,2013-02-25,2013-02-27,徐磊,子女
2172,澳洋科技,吴玉芳,高管,500.0,500.0,竞价交易,2013-04-22,2013-04-24,陶建新,配偶
2179,中航光电,叶华,证券事务代表,4100.0,4100.0,竞价交易,2013-06-25,2013-06-27,叶华,本人
2179,中航光电,席明强,监事,700.0,700.0,竞价交易,2013-08-02,2013-08-06,席明强,本人
2184,海得控制,方健,董事,400.0,400.0,竞价交易,2013-10-16,2013-10-17,方勇,兄弟姐妹
2188,新嘉联,孙浩初,监事,6600.0,6600.0,竞价交易,2013-03-20,2013-03-22,孙旭,子女
2192,路翔股份,王钢,监事,2000.0,4000.0,竞价交易,2013-10-08,2013-10-09,王健仁,父母
2193,山东如意,韩忠田,监事,1200.0,20600.0,竞价交易,2013-02-07,2013-02-17,韩忠田,本人
2193,山东如意,王鹏飞,独立董事,5000.0,40100.0,竞价交易,2013-06-25,2013-06-27,王鸣庆,子女
2195,海隆软件,张强,董事,300.0,300.0,竞价交易,2013-02-04,2013-02-06,张雅蓉,兄弟姐妹
2197,证通电子,许忠慈,董秘、董事、高管,30000.0,30000.0,竞价交易,2013-08-30,2013-09-03,许忠孝,兄弟姐妹
2197,证通电子,许忠慈,董秘、董事、高管,25000.0,30000.0,竞价交易,2013-09-04,2013-09-06,许忠孝,兄弟姐妹
2199,东晶电子,池旭明,董事、高管,7700.0,7700.0,竞价交易,2013-03-06,2013-03-08,池妹玲,兄弟姐妹
2201,九鼎新材,任正勇,董秘、高管,700.0,700.0,竞价交易,2013-10-17,2013-10-18,任正勇,本人
2202,金风科技,王相明,高管,11700.0,11700.0,竞价交易,2013-10-29,2013-10-30,王一坚,兄弟姐妹
2202,金风科技,王世伟,监事,16200.0,16200.0,竞价交易,2013-12-16,2013-12-17,王文磊,子女
2203,海亮股份,汪鸣,董事,3400.0,3400.0,竞价交易,2013-03-01,2013-03-05,汪斌,兄弟姐妹
2205,国统股份,沙建义,监事,10300.0,10300.0,竞价交易,2013-10-24,2013-10-28,郭小玲,配偶
2206,海利得,高利民,董事,900.0,900.0,竞价交易,2013-03-20,2013-03-22,高水华,兄弟姐妹
2206,海利得,高利民,董事,2300000.0,4600000.0,大宗交易,2013-05-08,2013-05-10,高雪坤,父母
2209,达意隆,王浩晖,独立董事,14000.0,14000.0,竞价交易,2013-10-29,2013-10-30,王浩东,兄弟姐妹
2212,南洋股份,李科辉,董事、高管,100.0,100.0,竞价交易,2013-03-12,2013-03-14,李先飞,父母
2218,拓日新能,李粉莉,董事、高管,50000.0,69747547.0,竞价交易,2013-03-08,2013-03-12,上海嘉悦投资发展有限公司,受控法人
2219,独一味,谢海,高管,5600.0,5600.0,竞价交易,2013-11-11,2013-11-12,谢川,兄弟姐妹
2220,天宝股份,黄作庆,董事、高管,1036646.0,99056862.0,竞价交易,2013-01-10,2013-01-14,黄作庆,本人
2220,天宝股份,黄作庆,董事、高管,432300.0,100327962.0,竞价交易,2013-09-12,2013-09-13,黄作庆,本人
2221,东华能源,陈兴淋,独立董事,800.0,800.0,竞价交易,2013-03-08,2013-03-12,徐桂华,配偶
2224,三力士,黄凯军,高管,9700.0,9700.0,竞价交易,2013-09-27,2013-10-08,黄凯蓉,兄弟姐妹
2225,濮耐股份,向敏,董事,2000.0,2000.0,竞价交易,2013-11-19,2013-11-20,钱福德,配偶
2225,濮耐股份,向敏,董事,1000.0,3000.0,竞价交易,2013-12-11,2013-12-12,钱福德,配偶
2229,鸿博股份,尤玉仙,董事,17200.0,17200.0,竞价交易,2013-05-02,2013-05-06,鸿博集团有限公司,受控法人
2233,塔牌集团,刁东庆,董事、高管,5000.0,5000.0,竞价交易,2013-07-16,2013-07-18,刁莲芝,兄弟姐妹
2237,恒邦股份,张延瀚,监事,600.0,600.0,竞价交易,2013-12-31,2014-01-02,王如玲,配偶
2240,威华股份,刘巩,高管,200.0,200.0,竞价交易,2013-12-31,2014-01-08,刘鎏,兄弟姐妹
2243,通产丽星,林茂青,监事,800.0,17700.0,竞价交易,2013-10-29,2013-10-30,林生,父母
2244,滨江集团,张洪力,高管,1000.0,1000.0,竞价交易,2013-03-05,2013-03-07,张洪梅,兄弟姐妹
2244,滨江集团,陈国灵,监事,1000.0,1000.0,竞价交易,2013-06-18,2013-06-20,陈观宇,父母
2246,北化股份,宋家林,监事,5000.0,5000.0,竞价交易,2013-02-19,2013-02-21,宋文成,子女
2247,帝龙新材,毛立新,董事,1100.0,1100.0,竞价交易,2013-09-23,2013-09-24,童国雅,配偶
2252,上海莱士,唐建,高管,2000.0,2000.0,竞价交易,2013-08-28,2013-08-30,唐涌,兄弟姐妹
2253,川大智胜,郑念新,董事,20000.0,20000.0,竞价交易,2013-04-03,2013-04-09,郑念新,本人
