交易代码,公司名称,董监高姓名,职务,变动数,变动后持股数,变动原因,变动日期,填报日期,股份变动人姓名,变动人与董监高的关系
24,招商地产,付刚峰,董事,3000.0,,竞价交易,2015-10-21,2015-10-22,刘京京,配偶
27,深圳能源,房向东,独立董事,10000.0,,竞价交易,2015-12-14,2015-12-15,郝荣华,配偶
29,深深房B,王秀颜,监事,10000.0,,竞价交易,2015-05-18,2015-05-19,王秀兰,兄弟姐妹
29,深深房A,周建国,董事,40382.0,40382.0,竞价交易,2015-07-09,2015-07-10,邱利华,配偶
31,中粮地产,顾云昌,独立董事,2000.0,2000.0,竞价交易,2015-06-05,2015-06-08,顾晓乔,子女
32,深桑达A,赵奇,监事,100.0,100.0,竞价交易,2015-06-09,2015-06-10,赵鑫,子女
34,深信泰丰,林小浓,高管,10000.0,10000.0,竞价交易,2015-09-10,2015-09-11,林小浓,本人
35,中国天楹,张建民,高管,1500.0,1500.0,竞价交易,2015-07-22,2015-07-23,张建华,兄弟姐妹
35,中国天楹,严圣军,董事,520000.0,44470614.0,竞价交易,2015-08-21,2015-08-24,严圣军,本人
37,深南电A,杨海贤,董事,20000.0,20000.0,竞价交易,2015-07-09,2015-07-10,高丽华,配偶
37,深南电A,黄健,高管,1000.0,1000.0,竞价交易,2015-08-10,2015-08-11,刘淼,配偶
40,宝安地产,李洞明,高管,10000.0,10000.0,竞价交易,2015-06-05,2015-06-08,李洞飚,兄弟姐妹
42,中洲控股,申成文,董事,10500.0,10500.0,竞价交易,2015-07-09,2015-07-10,申成文,本人
43,中航地产,武建设,独立董事,1100.0,1100.0,竞价交易,2015-05-18,2015-05-19,武新章,父母
43,中航地产,伍倜,高管,5000.0,5000.0,竞价交易,2015-06-09,2015-06-10,斯庆花,配偶
43,中航地产,石正林,董事、高管,50000.0,50000.0,竞价交易,2015-07-10,2015-07-13,石正林,本人
43,中航地产,石正林,董事、高管,40000.0,110000.0,竞价交易,2015-08-24,2015-08-25,石正林,本人
43,中航地产,张国超,高管,10000.0,30000.0,竞价交易,2015-09-15,2015-09-16,张国超,本人
43,中航地产,张国超,高管,20000.0,50000.0,竞价交易,2015-12-24,2015-12-25,张国超,本人
46,泛海控股,卢志强,董事,2814200.0,3359974152.0,竞价交易,2015-07-02,2015-07-03,中国泛海控股集团有限公司,受控法人
48,康达尔,罗爱华,董事,1158600.0,5083424.0,竞价交易,2015-01-19,2015-01-20,陆伟民,配偶
48,康达尔,季圣智,董事、高管,1175790.0,1175790.0,竞价交易,2015-06-16,2015-06-17,季圣智,本人
48,康达尔,季圣智,董事、高管,5368000.0,7086908.0,竞价交易,2015-07-07,2015-07-08,季圣智,本人
50,深天马A,耿言安,高管,7700.0,7700.0,竞价交易,2015-07-20,2015-07-21,耿言安,本人
55,方大集团,熊建明,董事、高管,52000.0,1054771.0,竞价交易,2015-07-20,2015-07-21,熊建明,本人
56,深国商,陈勇,董事,100.0,100.0,竞价交易,2015-06-30,2015-07-01,陈靖,兄弟姐妹
56,深国商,陈勇,董事,100.0,200.0,竞价交易,2015-07-01,2015-07-02,陈靖,兄弟姐妹
58,深赛格,赵兴学,监事,2000.0,2000.0,竞价交易,2015-04-07,2015-04-08,赵保荣,兄弟姐妹
58,深赛格,田继梁,监事,1000.0,1000.0,竞价交易,2015-07-15,2015-07-16,田继梁,本人
58,深赛格,徐宁,监事,20000.0,20000.0,竞价交易,2015-09-08,2015-09-09,徐宁,本人
60,中金岭南,彭玲,董秘、董事、高管,50491.0,333179.0,竞价交易,2015-07-16,2015-07-17,彭玲,本人
61,农产品,卢健民,监事,10000.0,10000.0,竞价交易,2015-01-20,2015-01-21,张晓鸥,配偶
61,农产品,胡翔海,董事、高管,43700.0,1663936.0,竞价交易,2015-07-10,2015-07-13,胡翔海,本人
61,农产品,沈骅,高管,500.0,15500.0,竞价交易,2015-09-24,2015-09-25,沈骅,本人
61,农产品,沈骅,高管,5000.0,,竞价交易,2015-10-13,2015-10-14,沈骋,兄弟姐妹
62,深圳华强,刘红,监事,300.0,300.0,竞价交易,2015-06-16,2015-06-17,刘红,本人
63,中兴通讯,常青,监事,30000.0,30000.0,竞价交易,2015-05-25,2015-05-26,常虹,兄弟姐妹
63,中兴通讯,谢大雄,监事,6600.0,6600.0,竞价交易,2015-07-06,2015-07-07,赵琳,配偶
63,中兴通讯,侯为贵,董事,200.0,200.0,竞价交易,2015-09-07,2015-09-08,侯为成,兄弟姐妹
63,中兴通讯,黄达斌,高管,1000.0,,竞价交易,2015-10-26,2015-10-27,黄育红,兄弟姐妹
70,特发信息,刘燕,监事,900.0,,竞价交易,2015-10-14,2015-10-15,李雪平,配偶
78,海王生物,沈大凯,董事、高管,30000.0,1130000.0,竞价交易,2015-07-07,2015-07-08,沈大凯,本人
88,盐田港,徐晓阳,董事,3800.0,,竞价交易,2015-11-24,2015-11-25,徐方闻,子女
90,天健集团,肖杰安,监事,300.0,300.0,竞价交易,2015-03-16,2015-03-17,田群兰,配偶
90,天健集团,周志明,监事,100.0,100.0,竞价交易,2015-04-27,2015-04-28,周美芳,兄弟姐妹
90,天健集团,童庆火,董事,1000.0,1000.0,竞价交易,2015-07-17,2015-07-20,童庆火,本人
90,天健集团,何云武,高管,400.0,,竞价交易,2015-09-23,2015-09-24,何淑萍,兄弟姐妹
96,广聚能源,陈丽红,高管,700.0,700.0,竞价交易,2015-06-15,2015-06-16,陈阶川,子女
99,中信海直,刘铁雄,董事、高管,500.0,500.0,竞价交易,2015-08-18,2015-08-19,刘毅,兄弟姐妹
100,TCL集团,卢馨,独立董事,6400.0,6400.0,竞价交易,2015-03-03,2015-03-04,卢婕,兄弟姐妹
100,TCL集团,卢馨,独立董事,100.0,,竞价交易,2015-12-17,2015-12-18,卢桂枝,父母
151,中成股份,陈宋生,独立董事,400.0,,竞价交易,2015-09-21,2015-09-22,吴慧敏,配偶
157,中联重科,刘洁,高管,3000.0,24775.0,竞价交易,2015-07-28,2015-07-29,宋昊,兄弟姐妹
158,常山股份,高俊岐,监事,8700.0,8700.0,竞价交易,2015-07-15,2015-07-16,高俊岐,本人
158,常山股份,马晓峰,董事、高管,2000.0,2000.0,竞价交易,2015-08-03,2015-08-04,马晓峰,本人
158,常山股份,肖荣智,董事、高管,21200.0,43900.0,竞价交易,2015-09-01,2015-09-02,肖荣智,本人
158,常山股份,应华江,董事、高管,1500.0,,竞价交易,2015-10-08,2015-10-09,应利平,兄弟姐妹
158,常山股份,李锋,董事,3200.0,,竞价交易,2015-11-03,2015-11-04,北京北明伟业控股有限公司,受控法人
158,常山股份,王惠君,董事,270000.0,,竞价交易,2015-12-01,2015-12-02,石家庄常山纺织集团有限责任公司,受控法人
159,国际实业,丁治平,董事,126000.0,126000.0,竞价交易,2015-07-10,2015-07-13,谭娟,配偶
166,申万宏源,姜国芳,高管,1500.0,14500.0,竞价交易,2015-03-19,2015-03-20,姜明芳,兄弟姐妹
301,东方市场,施斌峰,董事,2999973.0,450013953.0,竞价交易,2015-07-16,2015-07-17,江苏吴江丝绸集团有限公司,受控法人
301,东方市场,施斌峰,董事,1000000.0,,竞价交易,2015-12-10,2015-12-11,江苏吴江丝绸集团有限公司,受控法人
400,许继电气,王武杰,监事,5000.0,5000.0,竞价交易,2015-04-22,2015-04-23,王书杰,兄弟姐妹
400,许继电气,贾伟,高管,5000.0,5000.0,竞价交易,2015-07-09,2015-07-10,贾伟,本人
400,许继电气,孙继强,高管,1000.0,1000.0,竞价交易,2015-08-04,2015-08-05,孙继强,本人
400,许继电气,白慧,高管,22530.0,22530.0,竞价交易,2015-09-02,2015-09-07,初永刚,配偶
404,华意压缩,王华清,董秘,1000.0,1000.0,竞价交易,2015-03-17,2015-03-18,刘艳华,配偶
404,华意压缩,符念平,董事,5800.0,5800.0,竞价交易,2015-05-14,2015-05-15,符海平,兄弟姐妹
404,华意压缩,寇化梦,董事,1200.0,1200.0,竞价交易,2015-06-04,2015-06-05,寇秀红,兄弟姐妹
404,华意压缩,吴景华,高管,10000.0,83600.0,竞价交易,2015-08-13,2015-08-14,吴景华,本人
404,华意压缩,吴巍屿,董事、高管,200.0,,竞价交易,2015-12-22,2015-12-23,吴振宇,兄弟姐妹
407,胜利股份,杜以宏,董秘、董事、高管,2006050.0,119217869.0,竞价交易,2015-07-16,2015-07-17,山东胜利投资股份有限公司,受控法人
408,金谷源,吴正德,董秘、董事、高管,3100.0,3100.0,竞价交易,2015-07-21,2015-07-22,雍璐,配偶
411,英特集团,姜巨舫,董事、高管,5000.0,5000.0,竞价交易,2015-07-15,2015-07-16,姜巨舫,本人
411,英特集团,姜巨舫,董事、高管,3000.0,23000.0,竞价交易,2015-08-26,2015-08-27,姜巨舫,本人
411,英特集团,赵培红,高管,3000.0,4000.0,竞价交易,2015-09-01,2015-09-02,赵培红,本人
411,英特集团,罗国良,高管,2000.0,2000.0,竞价交易,2015-12-23,2015-12-24,罗国良,本人
415,渤海租赁,王凯,董事、高管,1100.0,1100.0,竞价交易,2015-04-27,2015-04-28,王伟,配偶
417,合肥百货,吴红,董事,4600.0,,竞价交易,2015-12-17,2015-12-18,章真祥,配偶
418,小天鹅A,毛志良,高管,24300.0,24300.0,竞价交易,2015-05-28,2015-05-29,毛志良,本人
420,吉林化纤,郑勇,董事、高管,1800.0,1800.0,竞价交易,2015-06-18,2015-06-19,郑勇,本人
420,吉林化纤,高翠英,独立董事,10000.0,,竞价交易,2015-12-11,2015-12-14,孟湘春,配偶
422,湖北宜化,王红峡,独立董事,1000.0,1000.0,竞价交易,2015-03-25,2015-03-26,王强,配偶
423,东阿阿胶,刘广立,监事,300.0,900.0,竞价交易,2015-06-12,2015-06-15,刘广立,本人
428,华天酒店,侯涯宾,高管,2900.0,2900.0,竞价交易,2015-06-30,2015-07-01,侯涯宾,本人
488,晨鸣纸业,耿光林,董事、高管,43000.0,43000.0,竞价交易,2015-07-15,2015-07-16,刘莉,配偶
498,山东路桥,黄磊,独立董事,400.0,,竞价交易,2015-12-31,2016-01-04,黄强,兄弟姐妹
502,绿景控股,孙彦安,董事,1000.0,1000.0,竞价交易,2015-09-07,2015-09-08,孙彦安,本人
503,海虹控股,肖琴,董秘,500.0,500.0,竞价交易,2015-05-05,2015-05-06,祝有溪,配偶
503,海虹控股,王中华,独立董事,1000.0,1000.0,竞价交易,2015-08-19,2015-08-20,王中华,本人
505,珠江控股,吴建社,高管,15400.0,15400.0,竞价交易,2015-10-20,2015-10-22,吴建社,本人
507,珠海港,田秋生,独立董事,2000.0,2000.0,竞价交易,2015-01-08,2015-01-09,田文彩,配偶
509,华塑控股,蒋文,高管,10000.0,10000.0,竞价交易,2015-02-25,2015-02-26,田丽华,配偶
509,华塑控股,李中,董事,619700.0,619700.0,竞价交易,2015-12-09,2015-12-10,李中,本人
511,烯碳新材,王庆海,高管,300.0,300.0,竞价交易,2015-07-20,2015-07-21,王庆海,本人
513,丽珠集团,徐国祥,高管,4249.0,,竞价交易,2015-11-12,2015-11-13,徐国安,兄弟姐妹
516,国际医学,刘瑞轩,董事、高管,100000.0,100000.0,竞价交易,2015-06-29,2015-06-30,刘瑞轩,本人
516,国际医学,姚建钢,高管,10000.0,10000.0,竞价交易,2015-07-15,2015-07-16,姚建钢,本人
516,国际医学,史今,董事、高管,50000.0,90800.0,竞价交易,2015-08-24,2015-08-25,史今,本人
516,国际医学,曹鹤玲,董事,750000.0,14833827.0,竞价交易,2015-11-27,2015-11-30,曹鹤玲,本人
516,国际医学,曹鹤玲,董事,2767739.0,18053128.0,竞价交易,2015-12-02,2015-12-03,曹鹤玲,本人
517,荣安地产,王久芳,董事,5000.0,5000.0,竞价交易,2015-07-21,2015-07-22,王久松,兄弟姐妹
517,荣安地产,王久芳,董事,20000.0,20000.0,竞价交易,2015-08-17,2015-08-18,王久林,兄弟姐妹
519,江南红箭,王建文,监事,7500.0,7500.0,竞价交易,2015-06-12,2015-06-15,王晖然,子女
521,美菱电器,张晓龙,高管,300.0,300.0,竞价交易,2015-01-08,2015-01-09,张虎,兄弟姐妹
521,美菱电器,寇化梦,董事,1000.0,1000.0,竞价交易,2015-06-04,2015-06-05,寇秀红,兄弟姐妹
521,美菱电器,李霞,董秘,97200.0,459100.0,竞价交易,2015-08-18,2015-08-19,李霞,本人
521,皖美菱B,LIUHONGWEI,高管,287240.0,885992.0,竞价交易,2015-11-25,2015-11-26,LIUHONGWEI,本人
523,广州浪奇,李云,监事,2000.0,2000.0,竞价交易,2015-07-15,2015-07-16,李云,本人
526,银润投资,汤丽莉,高管,1000.0,1000.0,竞价交易,2015-11-26,2015-11-27,汤丽莉,本人
528,柳工,丁一宾,董事,500.0,8500.0,竞价交易,2015-06-04,2015-06-05,丁左一,兄弟姐妹
528,柳工,蔡登胜,监事,500.0,500.0,竞价交易,2015-07-08,2015-07-09,蔡登胜,本人
529,广弘控股,陈子召,董事、高管,2000.0,2000.0,竞价交易,2015-02-26,2015-02-27,钟肖琼,配偶
529,广弘控股,王振秀,监事,1000.0,,竞价交易,2015-12-25,2015-12-28,王妙,兄弟姐妹
532,力合股份,刘练达,监事,1000.0,1000.0,竞价交易,2015-01-19,2015-01-20,刘迪平,兄弟姐妹
533,万家乐,张逸诚,董事,500000.0,500000.0,竞价交易,2015-08-25,2015-08-26,张明园,父母
533,万家乐,张逸诚,董事,1000000.0,2000000.0,竞价交易,2015-09-14,2015-09-15,张明园,父母
534,万泽股份,李远,董事,500100.0,257677100.0,竞价交易,2015-08-05,2015-08-06,万泽集团有限公司,受控法人
536,华映科技,王忠伟,高管,5400.0,5400.0,竞价交易,2015-03-20,2015-03-23,王忠伟,本人
537,广宇发展,曲勇,董事,10000.0,10000.0,竞价交易,2015-07-13,2015-07-14,曲勇,本人
540,中天城投,林云,董事、高管,42800.0,1982800.0,竞价交易,2015-07-06,2015-07-07,林云,本人
541,佛山照明,陈煜,高管,6500.0,13200.0,竞价交易,2015-02-11,2015-02-12,陈煜,本人
541,佛山照明,叶正鸿,监事,2000.0,22560.0,竞价交易,2015-03-02,2015-03-03,叶正鸿,本人
541,粤照明B,潘杰,董事,43000.0,,竞价交易,2015-02-27,2015-03-02,潘杰,本人
541,粤照明B,尹建春,高管,27000.0,,竞价交易,2015-03-06,2015-03-09,尹建春,本人
545,金浦钛业,王俊,董事,700.0,700.0,竞价交易,2015-05-14,2015-05-15,王创,兄弟姐妹
547,闽福发A,边勇壮,董事、高管,10000.0,50500.0,竞价交易,2015-03-26,2015-03-27,边勇壮,本人
551,创元科技,董柏,董事,1870000.0,1870000.0,竞价交易,2015-07-28,2015-07-29,苏州创元投资发展(集团)有限公司,受控法人
553,沙隆达A,江成岗,监事,6000.0,6000.0,竞价交易,2015-07-16,2015-07-17,江成岗,本人
558,莱茵置业,高建平,董事,2000.0,2000.0,竞价交易,2015-04-15,2015-04-16,杭月丽,配偶
558,莱茵置业,郦琦,董事,12600.0,12600.0,竞价交易,2015-07-15,2015-07-16,郦琦,本人
559,万向钱潮,鲁冠球,董事,95900.0,95900.0,竞价交易,2015-07-15,2015-07-16,鲁慰青,子女
559,万向钱潮,潘文标,董事,6200.0,6200.0,竞价交易,2015-11-13,2015-11-16,潘文标,本人
560,昆百大A,文彬,董秘、高管,7100.0,2600.0,竞价交易,2015-08-18,2015-08-19,文彬,本人
561,烽火电子,张光旭,董事、高管,5000.0,5000.0,竞价交易,2015-07-21,2015-07-22,袁兆平,配偶
561,烽火电子,宋涛,董事,8400.0,8400.0,竞价交易,2015-08-26,2015-08-27,徐欣荣,配偶
561,烽火电子,桑志明,高管,5000.0,5000.0,竞价交易,2015-09-08,2015-09-09,杜建华,配偶
563,陕国投A,王晓芳,独立董事,500.0,500.0,竞价交易,2015-09-09,2015-09-10,许力,子女
568,泸州老窖,张良,董事、高管,1300.0,1300.0,竞价交易,2015-05-14,2015-05-15,张兰,兄弟姐妹
570,苏常柴A,徐倩,董事,100.0,103300.0,竞价交易,2015-07-09,2015-07-10,徐胤,兄弟姐妹
571,新大洲A,周健,董事、高管,10000.0,10000.0,竞价交易,2015-01-28,2015-01-29,周诗文,子女
571,新大洲A,赵序宏,董事,576400.0,10870375.0,竞价交易,2015-07-06,2015-07-07,赵序宏,本人
572,海马汽车,林明世,高管,500.0,500.0,竞价交易,2015-07-13,2015-07-14,傅朝阳,配偶
573,粤宏远A,周明轩,董事,150000.0,150000.0,竞价交易,2015-07-10,2015-07-13,周明轩,本人
576,广东甘化,胡成中,董事,900000.0,900000.0,竞价交易,2015-08-21,2015-08-24,胡成中,本人
581,威孚高科,高国元,监事,2000.0,2000.0,竞价交易,2015-04-23,2015-04-24,高雁,子女
581,威孚高科,缪钰铭,高管,10000.0,10000.0,竞价交易,2015-07-15,2015-07-16,缪钰铭,本人
584,友利控股,潘素明,董秘、董事、高管,66400.0,66400.0,竞价交易,2015-07-14,2015-07-15,潘素明,本人
587,金叶珠宝,任会清,高管,10000.0,10000.0,竞价交易,2015-05-06,2015-05-07,严建和,配偶
587,金叶珠宝,刘道仁,监事,200.0,200.0,竞价交易,2015-12-11,2015-12-14,刘道仁,本人
591,桐君阁,艾伟,董事,800.0,800.0,竞价交易,2015-08-11,2015-08-12,艾春,兄弟姐妹
592,平潭发展,刘平山,董事,200000.0,272501.0,竞价交易,2015-02-05,2015-02-06,刘平山,本人
592,平潭发展,王志明,董事,400.0,400.0,竞价交易,2015-03-26,2015-03-27,欧顺珠,父母
595,宝塔实业,甄海洋,董事、高管,200.0,200.0,竞价交易,2015-07-17,2015-07-20,甄李哲旬,子女
596,古井贡酒,宋书玉,独立董事,2800.0,2800.0,竞价交易,2015-06-19,2015-06-23,胡振敏,配偶
597,东北制药,张正伟,董事、高管,13400.0,13400.0,竞价交易,2015-09-16,2015-09-17,姜明坤,配偶
598,兴蓉环境,帅建英,董事,700000.0,1256406394.0,竞价交易,2015-08-24,2015-08-25,成都市兴蓉集团有限公司,受控法人
600,建投能源,王廷良,董事,1200.0,1200.0,竞价交易,2015-06-09,2015-06-10,王廷新,兄弟姐妹
603,盛达矿业,王海,董事,31100.0,10927927.0,竞价交易,2015-04-02,2015-04-03,王彦峰,子女
603,盛达矿业,王伟,董事,384600.0,384600.0,竞价交易,2015-08-26,2015-08-27,王伟,本人
606,青海明胶,连良桂,董事,100.0,100.0,竞价交易,2015-06-05,2015-06-08,连爱微,兄弟姐妹
606,青海明胶,连良桂,董事,600000.0,600000.0,竞价交易,2015-07-15,2015-07-16,连良桂,本人
606,青海明胶,连良桂,董事,2100000.0,2700000.0,竞价交易,2015-08-26,2015-08-27,连良桂,本人
606,青海明胶,连良桂,董事,385700.0,3085700.0,竞价交易,2015-09-16,2015-09-17,连良桂,本人
607,华媒控股,高坚强,董秘,103600.0,103600.0,竞价交易,2015-07-06,2015-07-07,高坚强,本人
608,阳光股份,吴卫光,监事,50000.0,50000.0,竞价交易,2015-05-22,2015-05-25,熊英,配偶
608,阳光股份,李国平,高管,50000.0,50000.0,竞价交易,2015-08-27,2015-08-31,李国平,本人
609,绵世股份,王瑞,董事,250000.0,250000.0,竞价交易,2015-07-06,2015-07-07,北京伍石环境工程有限公司,受控法人
609,绵世股份,郑宽,董事、高管,70300.0,276100.0,竞价交易,2015-08-24,2015-08-25,北京云心投资管理有限公司,受控法人
610,西安旅游,路霞,高管,9200.0,9200.0,竞价交易,2015-07-21,2015-07-22,路霞,本人
611,内蒙发展,李勇,董事,200.0,200.0,竞价交易,2015-01-05,2015-01-06,李品,父母
615,湖北金环,陈辉,高管,1000.0,4729.0,竞价交易,2015-12-21,2015-12-22,陈辉,本人
616,海航投资,杨红日,监事,5000.0,5000.0,竞价交易,2015-07-10,2015-07-13,张霞,配偶
616,海航投资,戴美欧,董事、高管,20000.0,20000.0,竞价交易,2015-09-09,2015-09-10,戴美欧,本人
616,海航投资,陈滔,高管,27800.0,,竞价交易,2015-12-23,2015-12-24,西智超,配偶
617,石油济柴,朱一洪,监事,1600.0,1600.0,竞价交易,2015-07-13,2015-07-14,贾国华,配偶
619,海螺型材,朱守益,董事、高管,1000.0,,竞价交易,2015-12-02,2015-12-03,唐培培,配偶
620,新华联,冯建军,董事,10000.0,10000.0,竞价交易,2015-01-13,2015-01-14,钟萍,配偶
620,新华联,吴一平,监事,100.0,100.0,竞价交易,2015-06-04,2015-06-05,吴一文,兄弟姐妹
620,新华联,傅军,董事,10000043.0,1124081605.0,竞价交易,2015-08-26,2015-08-27,新华联控股有限公司,受控法人
625,长安汽车,董扬,独立董事,2995.0,2995.0,竞价交易,2015-04-27,2015-04-28,刘清华,配偶
625,长安汽车,刘波,高管,20000.0,20000.0,竞价交易,2015-06-09,2015-06-10,江鸿,配偶
625,长安汽车,范朝东,监事,700.0,2700.0,竞价交易,2015-07-01,2015-07-02,张渝玲,配偶
627,天茂集团,姜海华,独立董事,13100.0,13100.0,竞价交易,2015-08-03,2015-08-04,姜海华,本人
630,铜陵有色,方文生,高管,4000.0,,竞价交易,2015-10-28,2015-10-29,方荣,兄弟姐妹
631,顺发恒业,孙建荣,监事,2200.0,2200.0,竞价交易,2015-07-14,2015-07-15,李明珠,配偶
632,三木集团,蔡钦铭,董事、高管,5000.0,5000.0,竞价交易,2015-07-15,2015-07-16,蔡钦铭,本人
632,三木集团,谢明锋,高管,10000.0,10000.0,竞价交易,2015-09-09,2015-09-10,谢明锋,本人
632,三木集团,卢少辉,独立董事,20000.0,,竞价交易,2015-10-12,2015-10-13,卢少伟,兄弟姐妹
633,合金投资,张瑜,董事,5000.0,5000.0,竞价交易,2015-12-25,2015-12-28,张瑜,本人
637,茂化实华,刘小燕,监事,7500.0,7806.0,竞价交易,2015-09-14,2015-09-15,李建峰,配偶
638,万方发展,杨克宁,监事,500.0,500.0,竞价交易,2015-04-10,2015-04-13,杨媛,兄弟姐妹
651,格力电器,陈伟才,高管,100.0,100.0,竞价交易,2015-08-21,2015-08-24,陈伟兰,兄弟姐妹
651,格力电器,董明珠,董事、高管,10000.0,42423492.0,竞价交易,2015-09-07,2015-09-08,董明珠,本人
651,格力电器,董明珠,董事、高管,7000.0,43820492.0,竞价交易,2015-11-30,2015-12-01,董明珠,本人
652,泰达股份,李喆,监事,2353700.0,2353700.0,竞价交易,2015-07-31,2015-08-03,天津泰达集团有限公司,受控法人
656,金科股份,聂铭,监事,4600.0,4600.0,竞价交易,2015-04-21,2015-04-22,聂思维,子女
656,金科股份,喻林强,高管,30000.0,30000.0,竞价交易,2015-05-29,2015-06-01,李晓燕,配偶
656,金科股份,黄红云,董事,179400.0,179673.0,竞价交易,2015-07-10,2015-07-13,黄斯诗,子女
656,金科股份,黄红云,董事,12650000.0,12650000.0,竞价交易,2015-08-26,2015-08-27,陶虹遐,配偶
656,金科股份,黄红云,董事,950000.0,83538688.0,竞价交易,2015-09-02,2015-09-07,陶虹遐,配偶
656,金科股份,黄红云,董事,300000.0,,竞价交易,2015-10-14,2015-10-15,黄洪英,兄弟姐妹
656,金科股份,黄红云,董事,100000.0,,竞价交易,2015-11-04,2015-11-05,黄洪英,兄弟姐妹
656,金科股份,黄红云,董事,50000.0,,竞价交易,2015-12-07,2015-12-08,黄洪英,兄弟姐妹
661,长春高新,王志刚,董事、高管,1000.0,1000.0,竞价交易,2015-07-09,2015-07-10,王志刚,本人
661,长春高新,乔林,监事,4000.0,4000.0,竞价交易,2015-08-21,2015-08-24,乔林,本人
662,索芙特,张桂珍,董事、高管,310000.0,48163769.0,竞价交易,2015-08-21,2015-08-24,广西索芙特科技股份有限公司,受控法人
662,索芙特,张桂珍,董事、高管,954400.0,51333469.0,竞价交易,2015-09-01,2015-09-02,广西索芙特科技股份有限公司,受控法人
662,索芙特,高友志,董事、高管,400.0,,竞价交易,2015-11-02,2015-11-03,高霞,兄弟姐妹
663,永安林业,陈振宗,董事、高管,500.0,500.0,竞价交易,2015-06-01,2015-06-02,陈凤霞,兄弟姐妹
663,永安林业,陈振宗,董事、高管,1000.0,1500.0,竞价交易,2015-08-05,2015-08-06,陈凤霞,兄弟姐妹
666,经纬纺机,吴旭东,高管,6700.0,6700.0,竞价交易,2015-07-29,2015-07-30,吴博斐,子女
667,美好集团,王朝晖,高管,1000.0,1000.0,竞价交易,2015-01-21,2015-01-22,肖竞,配偶
667,美好集团,刘道明,董事、高管,64800.0,64800.0,竞价交易,2015-06-15,2015-06-16,刘道富,兄弟姐妹
669,金鸿能源,陈义和,董事,7000078.0,7000078.0,大宗交易,2015-04-29,2015-04-30,陈义和,本人
670,盈方微,唐忠民,董事,1000.0,1000.0,竞价交易,2015-05-28,2015-05-29,侯静宜,配偶
670,盈方微,陈志成,董事、高管,926900.0,926900.0,竞价交易,2015-07-01,2015-07-02,陈志成,本人
670,盈方微,陈志成,董事、高管,100000.0,2203000.0,竞价交易,2015-12-29,2015-12-30,陈志成,本人
671,阳光城,吴洁,监事,240000.0,276589785.0,竞价交易,2015-01-06,2015-01-07,福建阳光集团有限公司,受控法人
671,阳光城,吴洁,监事,5425000.0,283654785.0,竞价交易,2015-04-28,2015-04-29,福建阳光集团有限公司,受控法人
