交易代码,公司名称,董监高姓名,职务,变动数,变动后持股数,变动原因,变动日期,填报日期,股份变动人姓名,变动人与董监高的关系
671,阳光城,何媚,董事、高管,10000.0,339986.0,竞价交易,2011-09-09,2011-09-14,何媚,本人
671,阳光城,吴洁,监事,893174.0,128997523.0,竞价交易,2011-10-28,2011-11-01,福建阳光集团有限公司,受控法人
671,阳光城,吴洁,监事,100000.0,129191163.0,竞价交易,2011-11-01,2011-11-03,福建阳光集团有限公司,受控法人
671,阳光城,何媚,董事、高管,105700.0,495686.0,竞价交易,2011-12-02,2011-12-06,何媚,本人
682,东方电子,丁振华,董事、高管,700.0,700.0,竞价交易,2011-08-15,2011-08-17,丁惠芳,兄弟姐妹
690,宝新能源,李志贤,监事,200.0,200.0,竞价交易,2011-09-19,2011-09-21,李伟贤,兄弟姐妹
718,苏宁环球,李曦华,监事,5000.0,10000.0,竞价交易,2011-06-02,2011-06-07,沈文霞,父母
718,苏宁环球,李伟,董事、高管,40000.0,40000.0,竞价交易,2011-07-01,2011-07-05,李伟,本人
721,西安饮食,郑力,董事,200.0,200.0,竞价交易,2011-06-07,2011-06-09,郑子文,父母
726,鲁泰A,秦桂玲,董事、高管,200.0,200.0,竞价交易,2011-04-11,2011-04-13,秦成博,兄弟姐妹
728,国元证券,俞仕新,董事,8000.0,8000.0,竞价交易,2011-06-30,2011-07-04,林红,配偶
731,四川美丰,张晓彬,董事,1700.0,1700.0,竞价交易,2011-03-30,2011-04-01,张晓梅,兄弟姐妹
731,四川美丰,付勇,董事,3000.0,13000.0,竞价交易,2011-04-25,2011-04-27,李焰,配偶
731,四川美丰,付勇,董事,2000.0,15000.0,竞价交易,2011-05-23,2011-05-25,李焰,配偶
732,泰禾集团,黄其森,董事、高管,695000.0,695000.0,竞价交易,2011-12-23,2011-12-27,黄其森,本人
752,西藏发展,周克清,董事,2400.0,2400.0,竞价交易,2011-05-11,2011-05-13,周克清,本人
759,中百集团,张锦松,董事、高管,1500.0,50025.0,竞价交易,2011-10-27,2011-10-31,张锦松,本人
778,新兴铸管,左亚涛,高管,4000.0,7900.0,竞价交易,2011-05-23,2011-05-25,左亚涛,本人
778,新兴铸管,张同波,董事、高管,11000.0,49131.0,竞价交易,2011-06-01,2011-06-03,张同波,本人
792,盐湖钾肥,张荣祥,高管,5578.0,5578.0,其它,2011-03-16,2011-05-06,张荣祥,本人
800,一汽轿车,马振东,监事,5000.0,5000.0,竞价交易,2011-05-05,2011-05-09,马延萍,兄弟姐妹
802,北京旅游,王敏,董事,1598967.0,1598967.0,竞价交易,2011-12-28,2011-12-30,王敏,本人
806,银河科技,张怿,高管,500.0,500.0,竞价交易,2011-06-20,2011-06-22,张怿,本人
809,铁岭新城,李景川,监事,1800.0,1800.0,竞价交易,2011-11-28,2011-11-30,阙梅,配偶
819,岳阳兴长,吕勤海,监事,500.0,500.0,竞价交易,2011-05-27,2011-05-31,吕勤魁,兄弟姐妹
823,超声电子,陈汉龙,监事,300.0,300.0,竞价交易,2011-12-07,2011-12-09,陈琦,子女
835,四川圣达,张莉,监事,1500.0,1500.0,竞价交易,2011-05-31,2011-06-02,张明,兄弟姐妹
838,*ST国兴,班卫宪,高管,500.0,500.0,竞价交易,2011-06-16,2011-06-20,张仙林,配偶
848,承德露露,姜柏平,高管,700.0,700.0,竞价交易,2011-04-18,2011-04-20,姜柏凤,兄弟姐妹
848,承德露露,姜柏平,高管,300.0,1260.0,竞价交易,2011-06-17,2011-06-21,姜柏华,兄弟姐妹
850,华茂股份,刘春西,监事,1000.0,1000.0,竞价交易,2011-05-04,2011-05-06,王巧霞,配偶
851,高鸿股份,付景林,董事、高管,8000.0,30500.0,竞价交易,2011-11-08,2011-11-10,付景林,本人
851,高鸿股份,王芊,高管,8000.0,10109.0,竞价交易,2011-12-05,2011-12-08,王芊,本人
859,国风塑业,黄琼宜,高管,1000.0,1000.0,竞价交易,2011-12-30,2012-01-05,刘莹,配偶
862,银星能源,朱怀文,高管,500.0,500.0,竞价交易,2011-09-05,2011-09-07,朱梅芳,兄弟姐妹
878,云南铜业,金永静,董事,200.0,200.0,竞价交易,2011-07-04,2011-07-06,金永梅,兄弟姐妹
883,湖北能源,金彪,监事,3400.0,3400.0,竞价交易,2011-06-01,2011-06-03,金彪,本人
887,中鼎股份,夏鼎湖,董事,186400.0,186400.0,竞价交易,2011-11-23,2011-11-25,夏鼎湖,本人
887,中鼎股份,夏鼎湖,董事,100000.0,286400.0,竞价交易,2011-12-29,2011-12-31,夏鼎湖,本人
890,法尔胜,曹豫,监事,50000.0,50000.0,竞价交易,2011-07-25,2011-07-27,曹豫,本人
893,东凌粮油,石革燕,高管,448500.0,448500.0,大宗交易,2011-12-16,2011-12-20,石革燕,本人
919,金陵药业,卞家驹,高管,5000.0,62800.0,竞价交易,2011-07-12,2011-07-14,卞家驹,本人
919,金陵药业,沈志龙,董事,10000.0,88400.0,竞价交易,2011-08-24,2011-08-26,沈志龙,本人
919,金陵药业,汤卫国,高管,10000.0,78000.0,竞价交易,2011-09-02,2011-09-06,汤卫国,本人
919,金陵药业,沈志龙,董事,20000.0,108400.0,竞价交易,2011-10-25,2011-10-27,沈志龙,本人
919,金陵药业,汤卫国,高管,19800.0,97800.0,竞价交易,2011-11-15,2011-11-17,汤卫国,本人
919,金陵药业,李春敏,董事、高管,10000.0,65100.0,竞价交易,2011-12-06,2011-12-08,李春敏,本人
920,南方汇通,黄纪湘,董事,400.0,400.0,竞价交易,2011-02-22,2011-02-24,黄纪梅,兄弟姐妹
930,中粮生化,岳国君,董事,20000.0,20000.0,竞价交易,2011-03-07,2011-03-09,方玉芬,配偶
933,神火股份,程乐团,高管,15000.0,40200.0,竞价交易,2011-10-25,2011-10-27,程乐团,本人
951,中国重汽,刘岗,董事,1000.0,1000.0,竞价交易,2011-04-15,2011-04-19,刘佳,子女
963,华东医药,秦云,监事,500.0,500.0,竞价交易,2011-02-14,2011-02-16,秦云,本人
963,华东医药,邵玲敏,监事,600.0,600.0,竞价交易,2011-03-31,2011-04-02,邵玲娣,兄弟姐妹
969,安泰科技,蒋劲锋,监事,2000.0,2000.0,竞价交易,2011-09-15,2011-09-20,蒋劲锋,本人
973,佛塑科技,黄丙娣,董事、高管,600.0,600.0,竞价交易,2011-03-18,2011-03-22,彭汝才,配偶
976,*ST春晖,云武俊,董事,1000.0,1000.0,竞价交易,2011-03-24,2011-03-28,云武俊,本人
979,中弘股份,王永红,董事、高管,2000.0,2000.0,竞价交易,2011-07-14,2011-07-19,王建岚,兄弟姐妹
987,广州友谊,江国源,高管,5400.0,24420.0,竞价交易,2011-08-24,2011-08-26,江国源,本人
987,广州友谊,王银喜,董事、高管,7000.0,111105.0,竞价交易,2011-09-05,2011-09-07,王银喜,本人
997,新大陆,王晶,董事,1100.0,1100.0,竞价交易,2011-08-11,2011-08-15,王宜,父母
2001,新和成,张晓波,监事,6000.0,6000.0,竞价交易,2011-03-07,2011-03-09,张晓霞,兄弟姐妹
2011,盾安环境,周才良,董事,500.0,500.0,竞价交易,2011-04-29,2011-05-04,周财德,兄弟姐妹
2011,盾安环境,喻波,董事、高管,600000.0,600000.0,股权激励,2011-12-09,2011-12-14,喻波,本人
2015,霞客环保,楚健健,董事,2530150.0,27730150.0,竞价交易,2011-12-12,2011-12-14,江阴中基矿业投资有限公司,受控法人
2024,苏宁电器,任峻,董事、高管,300000.0,300000.0,竞价交易,2011-12-13,2011-12-15,任峻,本人
2025,航天电器,张旺,高管,700.0,38200.0,竞价交易,2011-08-25,2011-08-29,张旺,本人
2028,思源电气,陈邦栋,董事、高管,3800.0,3800.0,竞价交易,2011-01-21,2011-01-25,陈邦杰,兄弟姐妹
2028,思源电气,陈照平,高管,58000.0,58000.0,竞价交易,2011-07-01,2011-07-05,陈照平,本人
2034,美欣达,刘昭和,董事、高管,700.0,700.0,竞价交易,2011-03-29,2011-03-31,刘亚,配偶
2036,宜科科技,马镜跃,高管,300.0,300.0,竞价交易,2011-01-21,2011-01-25,马镜炜,兄弟姐妹
2036,宜科科技,张国君,董事、高管,6700.0,6700.0,竞价交易,2011-10-12,2011-10-14,吴晓侠,配偶
2037,久联发展,蒋川,高管,2300.0,2300.0,竞价交易,2011-03-03,2011-03-07,蒋树聚,父母
2038,双鹭药业,陈玉林,董事,1300.0,25950.0,竞价交易,2011-04-26,2011-04-28,陈力明,子女
2041,登海种业,王龙祥,高管,2000.0,2000.0,竞价交易,2011-01-10,2011-01-12,于雪芳,配偶
2041,登海种业,毛丽华,董事,2000.0,5407400.0,竞价交易,2011-06-02,2011-06-07,毛丽华,本人
2045,广州国光,周海昌,董事、高管,100000.0,229600.0,竞价交易,2011-05-13,2011-05-19,周海昌,本人
2052,同洲电子,王红伟,监事,1000.0,1000.0,竞价交易,2011-12-13,2011-12-15,王红涛,兄弟姐妹
2054,德美化工,徐欣公,高管,600.0,600.0,竞价交易,2011-07-14,2011-07-18,徐欣云,兄弟姐妹
2054,德美化工,徐欣公,高管,600.0,1200.0,竞价交易,2011-08-09,2011-08-11,徐欣云,兄弟姐妹
2056,横店东磁,徐旭青,董事,3000.0,3000.0,竞价交易,2011-02-18,2011-02-22,刘红霞,配偶
2063,远光软件,金卓君,董事、高管,2400.0,13913.0,竞价交易,2011-01-24,2011-01-26,张炼,配偶
2063,远光软件,陈利浩,董事,4000.0,35776412.0,竞价交易,2011-06-27,2011-06-29,珠海市东区荣光科技有限公司,受控法人
2065,东华软件,李强,高管,20600.0,20600.0,竞价交易,2011-04-06,2011-04-08,孙淼,配偶
2068,黑猫股份,杨志民,董事,200.0,200.0,竞价交易,2011-10-13,2011-10-17,杨佳铭,子女
2074,东源电器,浩银琪,高管,1000.0,1000.0,竞价交易,2011-04-12,2011-04-14,钱平,配偶
2074,东源电器,吴强,高管,232570.0,232570.0,竞价交易,2011-07-05,2011-07-08,吴强,本人
2079,苏州固锝,滕有西,高管,200100.0,200100.0,竞价交易,2011-10-27,2011-10-31,滕有西,本人
2081,金螳螂,罗承云,高管,75938.0,288815.0,股权激励,2011-07-13,2011-08-03,罗承云,本人
2083,孚日股份,吴明凤,董事、高管,3000.0,2935158.0,竞价交易,2011-11-18,2011-11-22,吴明凤,本人
2086,东方海洋,丛义周,高管,30000.0,30000.0,竞价交易,2011-03-01,2011-03-03,丛义周,本人
2086,东方海洋,车轼,董事,45200.0,8045200.0,竞价交易,2011-06-22,2011-06-24,车轼,本人
2086,东方海洋,丛义周,董事、高管,200.0,200.0,竞价交易,2011-12-20,2011-12-22,丛晓焜,子女
2088,鲁阳股份,毕研海,董事,300.0,300.0,竞价交易,2011-02-25,2011-03-01,毕研美,兄弟姐妹
2091,江苏国泰,马晓天,董事、高管,2000.0,2000.0,竞价交易,2011-07-21,2011-07-25,马晓蕾,兄弟姐妹
2091,江苏国泰,汤建忠,高管,500.0,500.0,竞价交易,2011-12-19,2011-12-21,汤建英,兄弟姐妹
2092,中泰化学,娄岗,董事,3000.0,8000.0,竞价交易,2011-01-10,2011-01-12,娄红,兄弟姐妹
2092,中泰化学,张群蓉,高管,15000.0,125251.0,竞价交易,2011-12-23,2011-12-27,张群蓉,本人
2093,国脉科技,毕振东,董事,1000.0,1000.0,竞价交易,2011-04-27,2011-04-29,毕寒冰,子女
2099,海翔药业,潘庆华,高管、董事,62500.0,62500.0,股权激励,2011-09-07,2011-10-21,潘庆华,本人
2099,海翔药业,陈正华,监事,400.0,1700.0,竞价交易,2011-11-01,2011-11-03,林茜,配偶
2101,广东鸿图,陈德甫,董事,100.0,100.0,竞价交易,2011-06-10,2011-06-14,陈德丽,兄弟姐妹
2102,*ST冠福,黄华伦,监事、证券事务代表,2500.0,2500.0,竞价交易,2011-09-21,2011-10-31,黄华勇,兄弟姐妹
2109,兴化股份,杨海岩,高管,1000.0,1000.0,竞价交易,2011-05-09,2011-05-12,杨昌林,父母
2115,三维通信,洪革,高管,300000.0,4975390.0,竞价交易,2011-09-26,2011-09-28,洪革,本人
2116,中国海诚,陈安民,董事,700.0,700.0,竞价交易,2011-03-04,2011-03-08,杨昭华,配偶
2122,天马股份,马兴法,董事,1525045.0,1525045.0,竞价交易,2011-12-28,2011-12-30,马兴法,本人
2126,银轮股份,袁银岳,董事,10000.0,10000.0,竞价交易,2011-02-24,2011-02-28,袁伟蓉,子女
2126,银轮股份,陈不非,高管,20000.0,20000.0,竞价交易,2011-06-28,2011-06-30,陈不非,本人
2126,银轮股份,陶岳铮,高管,200.0,200.0,竞价交易,2011-08-15,2011-08-17,陈丹丹,配偶
2126,银轮股份,徐小敏,董事,29160.0,7883807.0,竞价交易,2011-09-23,2011-09-27,徐小敏,本人
2128,露天煤业,白贵堂,监事,1700.0,1700.0,竞价交易,2011-04-25,2011-04-27,斯琴高娃,配偶
2130,沃尔核材,张瑛,监事,3000.0,3000.0,竞价交易,2011-05-03,2011-05-12,张德,兄弟姐妹
2131,利欧股份,颜灵强,监事,2900.0,2900.0,竞价交易,2011-08-30,2011-09-01,颜灵强,本人
2131,利欧股份,颜灵强,监事,6400.0,6400.0,竞价交易,2011-11-01,2011-11-03,颜君超,兄弟姐妹
2132,恒星科技,李保杰,高管,500.0,1000.0,竞价交易,2011-04-06,2011-04-08,李保杰,本人
2132,恒星科技,李保杰,高管,100.0,1100.0,竞价交易,2011-07-07,2011-07-11,李保杰,本人
2133,广宇集团,江利雄,董事、高管,704000.0,704000.0,大宗交易,2011-01-27,2011-01-31,江利明,兄弟姐妹
2133,广宇集团,廖巍华,高管,5700.0,60700.0,竞价交易,2011-04-11,2011-04-13,王小平,配偶
2135,东南网架,郭明明,董事,838448.0,22169799.0,竞价交易,2011-12-27,2011-12-29,郭明明,本人
2139,拓邦股份,戴惠娟,监事,1300.0,1300.0,竞价交易,2011-01-25,2011-01-27,戴雪江,兄弟姐妹
2139,拓邦股份,郑泗滨,董事、高管,300070.0,638190.0,竞价交易,2011-12-29,2012-01-12,郑泗滨,本人
2146,荣盛发展,耿建明,董事,100000.0,277000000.0,竞价交易,2011-06-02,2011-06-07,耿建明,本人
2146,荣盛发展,邹家立,监事,20000.0,16994000.0,竞价交易,2011-12-29,2012-01-11,邹家立,本人
2147,方圆支承,姚妮娜,证券事务代表,5200.0,5200.0,竞价交易,2011-12-19,2011-12-21,姚妮娜,本人
2149,西部材料,李长亮,监事,200.0,200.0,竞价交易,2011-02-22,2011-02-24,李薇,兄弟姐妹
2154,报喜鸟,叶闽军,高管,2000.0,60000.0,竞价交易,2011-01-06,2011-01-10,叶闽军,本人
2154,报喜鸟,周信忠,董事、高管,200.0,200.0,竞价交易,2011-03-02,2011-03-04,周信义,兄弟姐妹
2154,报喜鸟,吴志泽,董事,847732.0,847732.0,竞价交易,2011-12-22,2011-12-26,上海金纱投资有限公司,受控法人
2156,通富微电,戴玉峰,监事,1000.0,1000.0,竞价交易,2011-06-15,2011-06-17,邹恺,子女
2156,通富微电,钱建中,高管,100.0,100.0,竞价交易,2011-10-25,2011-10-27,钱建辉,兄弟姐妹
2161,远望谷,鞠家星,董事,1000.0,1000.0,竞价交易,2011-08-09,2011-08-11,鞠颖乐,子女
2161,远望谷,陈长安,董事、高管,1068551.0,12319259.0,竞价交易,2011-12-19,2011-12-21,陈长安,本人
2168,深圳惠程,赵玉梅,监事,3000.0,9000.0,竞价交易,2011-04-19,2011-04-21,赵玉梅,本人
2168,深圳惠程,张国刚,高管,300.0,300.0,竞价交易,2011-07-05,2011-07-07,张国刚,本人
2169,智光电气,邱华,监事,1000.0,1000.0,竞价交易,2011-06-24,2011-06-28,邱业成,父母
2172,澳洋科技,吴玉芳,高管,500.0,500.0,竞价交易,2011-08-19,2011-08-23,陶建新,配偶
2173,千足珍珠,楼勇奇,监事,900.0,900.0,竞价交易,2011-07-13,2011-07-15,杨梅,配偶
2176,江特电机,罗清华,高管,400.0,400.0,竞价交易,2011-03-30,2011-04-01,夏旭颖,配偶
2176,江特电机,邹克琼,高管,100.0,100.0,竞价交易,2011-09-30,2011-10-11,邹克文,兄弟姐妹
2177,御银股份,王志杰,董事、高管,19597.0,19597.0,竞价交易,2011-01-18,2011-01-20,王志杰,本人
2177,御银股份,谭骅,高管,5000.0,5000.0,竞价交易,2011-06-22,2011-06-24,张灿嫦,父母
2177,御银股份,谭骅,高管,2000.0,7000.0,竞价交易,2011-10-28,2011-11-01,张灿嫦,父母
2183,怡亚通,陈伟民,董事、高管,22000.0,22000.0,竞价交易,2011-01-05,2011-01-07,陈宝玲,兄弟姐妹
2184,海得控制,吴秋农,高管,2000.0,2000.0,竞价交易,2011-09-06,2011-09-08,吴京农,配偶
2185,华天科技,肖胜利,董事、高管,4300.0,4300.0,竞价交易,2011-10-11,2011-10-13,肖智轶,子女
2191,劲嘉股份,乔鲁予,董事,55800.0,55800.0,竞价交易,2011-10-12,2011-10-14,陈金茹,配偶
2192,路翔股份,林卫海,高管,2000.0,2000.0,竞价交易,2011-04-28,2011-05-03,颜飞,配偶
2193,山东如意,王鹏飞,董事,4300.0,35100.0,竞价交易,2011-07-11,2011-07-13,王鸣庆,子女
2195,海隆软件,张强,董事,2151.0,2151.0,竞价交易,2011-08-02,2011-08-04,张蔚蓉,兄弟姐妹
2197,证通电子,方进,高管,14300.0,17000.0,竞价交易,2011-05-03,2011-05-12,李岩,配偶
2197,证通电子,许忠慈,董事、高管,20000.0,1286240.0,竞价交易,2011-12-22,2011-12-26,许忠慈,本人
2198,嘉应制药,李祥厚,董事,3600.0,3600.0,竞价交易,2011-11-03,2011-11-07,刘天琳,配偶
2199,东晶电子,俞尚东,监事,300.0,300.0,竞价交易,2011-02-14,2011-02-16,俞韦悦,子女
2200,*ST大地,胡虹,董事,1000.0,1000.0,竞价交易,2011-01-10,2011-01-12,樊熙锴,配偶
2202,金风科技,王海波,高管,400.0,400.0,竞价交易,2011-05-10,2011-05-12,王海彬,兄弟姐妹
2203,海亮股份,冯亚丽,董事,216600.0,216600.0,竞价交易,2011-05-05,2011-05-12,冯金良,兄弟姐妹
2206,海利得,高利民,董事,6000000.0,6000000.0,大宗交易,2011-11-29,2011-12-01,高雪坤,父母
2206,海利得,高利民,董事,2750000.0,2750000.0,大宗交易,2011-12-09,2011-12-13,高宇,子女
2207,准油股份,符蓉,证券事务代表,600.0,600.0,竞价交易,2011-12-06,2011-12-08,符俊,兄弟姐妹
2210,飞马国际,王丽梅,董事,2000.0,2000.0,竞价交易,2011-06-27,2011-06-29,查涤华,配偶
2215,诺普信,柳桢锋,董事,2000.0,2000.0,竞价交易,2011-07-19,2011-07-21,柳晓华,兄弟姐妹
