交易代码,公司名称,董监高姓名,职务,变动数,变动后持股数,变动原因,变动日期,填报日期,股份变动人姓名,变动人与董监高的关系
657,*ST中钨,张毅,董事,900.0,2437.0,竞价交易,2009-04-23,2009-04-25,张国振,父母
657,*ST中钨,张毅,董事,1000.0,1637.0,竞价交易,2009-05-22,2009-05-26,张国振,父母
659,珠海中富,李冬梅,监事,100.0,100.0,竞价交易,2009-05-13,2009-05-15,李凯文,兄弟姐妹
661,长春高新,朱兴功,高管,200.0,200.0,竞价交易,2009-09-29,2009-10-08,朱桂春,兄弟姐妹
665,湖北广电,王承超,董事、高管,29100.0,29100.0,竞价交易,2009-10-26,2009-10-28,王东颖,子女
667,名流置业,赵汉忠,董事,30000.0,133500.0,竞价交易,2009-02-18,2009-02-20,陆杨,配偶
671,阳光城,江为良,董事,600.0,600.0,竞价交易,2009-08-18,2009-08-20,江为良,本人
678,襄阳轴承,袁湛,监事,7000.0,7000.0,竞价交易,2009-02-27,2009-03-03,陈梅,配偶
678,襄阳轴承,王冠兵,高管,200.0,200.0,竞价交易,2009-08-06,2009-08-08,王冠兵,本人
680,山推股份,毕玉欣,证券事务代表,3900.0,3900.0,竞价交易,2009-02-19,2009-02-21,毕玉欣,本人
680,山推股份,尹相华,董事,600.0,600.0,竞价交易,2009-04-27,2009-04-29,张佳阜,配偶
680,山推股份,李殿和,高管,7000.0,7000.0,竞价交易,2009-08-19,2009-08-21,李殿和,本人
686,东北证券,常秋萍,监事,20000.0,20000.0,竞价交易,2009-06-12,2009-06-16,常秋萍,本人
686,东北证券,张书杰,监事,2400.0,2400.0,竞价交易,2009-09-01,2009-09-03,赵灿淑,配偶
690,宝新能源,叶富中,高管,1000.0,1000.0,竞价交易,2009-05-22,2009-05-26,叶宝,兄弟姐妹
691,亚太实业,席海波,董事,5000.0,29500.0,竞价交易,2009-06-05,2009-06-09,范海姣,配偶
698,沈阳化工,梁会山,高管,1000.0,8573.0,竞价交易,2009-02-20,2009-02-24,梁会山,本人
698,沈阳化工,王毅,监事,200.0,200.0,竞价交易,2009-06-16,2009-06-18,白洪山,配偶
701,厦门信达,范丹,高管,1500.0,1500.0,竞价交易,2009-02-23,2009-02-25,李淑云,父母
707,双环科技,白彦婷,监事,60000.0,60000.0,竞价交易,2009-03-19,2009-03-21,白彦婷,本人
712,锦龙股份,黄伟成,董事,3000.0,3000.0,竞价交易,2009-11-03,2009-11-05,钟炳英,父母
712,锦龙股份,杨志茂,董事,200.0,200.0,竞价交易,2009-12-09,2009-12-11,杨梅珍,兄弟姐妹
713,丰乐种业,徐继萍,董事、高管,1500.0,1500.0,竞价交易,2009-11-20,2009-11-24,徐继远,兄弟姐妹
717,韶钢松山,贺世强,董事,15600.0,15600.0,竞价交易,2009-07-23,2009-07-25,贺政强,兄弟姐妹
718,苏宁环球,倪祖瑜,监事,800.0,5800.0,竞价交易,2009-03-30,2009-04-01,王海磊,子女
722,湖南发展,黄燕桥,监事,200.0,200.0,竞价交易,2009-05-11,2009-05-13,黄文庆,兄弟姐妹
722,*ST金果,王志达,董事,10000.0,10000.0,竞价交易,2009-05-18,2009-05-20,王志达,本人
723,美锦能源,周小宏,高管,300.0,300.0,竞价交易,2009-03-12,2009-03-14,王宝华,配偶
729,燕京啤酒,朱立青,董事,5000.0,12944.0,竞价交易,2009-06-02,2009-06-04,朱立青,本人
731,四川美丰,董文地,监事,1000.0,1000.0,竞价交易,2009-04-28,2009-04-30,董文刚,兄弟姐妹
731,四川美丰,董文地,监事,600.0,1600.0,竞价交易,2009-05-21,2009-05-23,董文刚,兄弟姐妹
731,四川美丰,董文地,监事,500.0,500.0,竞价交易,2009-08-12,2009-08-14,董文刚,兄弟姐妹
731,四川美丰,董文地,监事,1000.0,1000.0,竞价交易,2009-09-23,2009-09-25,董文刚,兄弟姐妹
731,四川美丰,张晓彬,董事,1300.0,1300.0,竞价交易,2009-11-24,2009-11-26,张晓梅,兄弟姐妹
736,中房地产,沈功伟,董事,4500.0,4500.0,竞价交易,2009-03-30,2009-04-01,沈功范,兄弟姐妹
748,长城信息,李志刚,董事、高管,25300.0,25300.0,竞价交易,2009-07-13,2009-07-15,李智慧,兄弟姐妹
755,山西三维,高志武,董事,400.0,400.0,竞价交易,2009-07-23,2009-07-25,王艳丽,配偶
756,新华制药,窦学杰,高管,1900.0,1900.0,竞价交易,2009-03-04,2009-03-06,窦智童,子女
756,新华制药,孙明高,董事,5400.0,5400.0,竞价交易,2009-06-09,2009-06-11,孙学连,父母
761,本钢板材,李秉强,监事,200.0,200.0,竞价交易,2009-07-17,2009-07-21,魏若宏,配偶
762,西藏矿业,沈明宏,董事,5000.0,5000.0,竞价交易,2009-05-22,2009-05-26,江漫,配偶
768,中航飞机,王伟雄,董事,1800.0,1800.0,竞价交易,2009-02-23,2009-02-25,白静,配偶
768,中航飞机,周凯,董事,9700.0,9700.0,竞价交易,2009-04-17,2009-04-21,吴燕,配偶
768,中航飞机,张力,监事,400.0,400.0,竞价交易,2009-06-10,2009-06-13,张文义,父母
768,中航飞机,张力,监事,400.0,400.0,竞价交易,2009-09-02,2009-09-04,张又,兄弟姐妹
768,西飞国际,刘巍,监事,5000.0,6760.0,竞价交易,2009-08-21,2009-08-25,刘巍,本人
779,ST派神,乔甘颖,监事,600.0,3266.0,竞价交易,2009-02-12,2009-02-14,乔甘颖,本人
783,长江证券,崔少华,董事,51600.0,51600.0,竞价交易,2009-02-11,2009-02-13,崔少华,本人
788,西南合成,高建军,高管,3700.0,3700.0,竞价交易,2009-07-15,2009-07-17,李竟,配偶
789,江西水泥,徐集保,监事,500.0,500.0,竞价交易,2009-07-17,2009-07-21,马顺保,兄弟姐妹
792,盐湖股份,魏业秋,监事,2200.0,2200.0,竞价交易,2009-01-08,2009-01-14,毛迎光,配偶
793,华闻传媒,杨力,董事,500.0,500.0,竞价交易,2009-09-08,2009-09-10,方瑾,配偶
799,酒鬼酒,杨建军,高管,400.0,400.0,竞价交易,2009-05-19,2009-05-21,杨电芝,兄弟姐妹
800,一汽轿车,马振东,监事,3400.0,3400.0,竞价交易,2009-06-08,2009-06-10,王晓军,配偶
806,*ST银河,杨宋波,高管,28100.0,28100.0,竞价交易,2009-12-24,2009-12-26,杨涛,兄弟姐妹
811,烟台冰轮,曲志萍,高管,5000.0,5000.0,竞价交易,2009-07-22,2009-07-25,周德超,配偶
811,烟台冰轮,曲志萍,高管,5000.0,15000.0,竞价交易,2009-08-17,2009-08-19,周德超,配偶
811,烟台冰轮,曲志萍,高管,5300.0,15300.0,竞价交易,2009-10-26,2009-10-28,周德超,配偶
816,江淮动力,杨爱,监事,5000.0,5000.0,竞价交易,2009-11-27,2009-12-01,王池明,配偶
818,方大化工,薛之化,高管,40000.0,40000.0,竞价交易,2009-02-17,2009-02-19,周玉莲,配偶
821,京山轻机,夏长军,监事,1500.0,1500.0,竞价交易,2009-09-02,2009-09-04,夏长军,本人
822,山东海化,王振平,高管,1600.0,1600.0,竞价交易,2009-02-27,2009-03-03,王爱玲,配偶
825,太钢不锈,田文昌,董事,5000.0,5000.0,竞价交易,2009-02-23,2009-02-25,杨春莉,配偶
825,太钢不锈,张文孝,监事,3100.0,3100.0,竞价交易,2009-04-29,2009-05-01,张文孝,本人
825,太钢不锈,刘复兴,董事、高管,1200.0,61200.0,竞价交易,2009-09-09,2009-09-11,刘复兴,本人
826,桑德环境,李天增,高管,3400.0,3400.0,竞价交易,2009-06-17,2009-06-19,李虹,兄弟姐妹
828,东莞控股,王庆明,高管,2000.0,2000.0,竞价交易,2009-08-17,2009-08-19,王庆中,兄弟姐妹
830,鲁西化工,梁建敏,董事,1000.0,1000.0,竞价交易,2009-04-28,2009-04-30,梁丽红,兄弟姐妹
831,关铝股份,昝建国,监事,1000.0,1180.0,竞价交易,2009-01-14,2009-01-16,昝建国,本人
835,四川圣达,毕建林,董事,10000.0,10000.0,竞价交易,2009-07-29,2009-07-31,毕建林,本人
839,中信国安,雷雪嶺,监事,500.0,500.0,竞价交易,2009-05-11,2009-05-13,王志贤,配偶
839,中信国安,李士林,董事,500.0,2700.0,竞价交易,2009-06-23,2009-06-25,米瑞琴,配偶
848,承德露露,赵斌,董事,3300.0,3300.0,竞价交易,2009-06-17,2009-06-19,郭永辉,父母
848,承德露露,王新国,高管,8400.0,8400.0,竞价交易,2009-10-23,2009-10-27,王红玉,配偶
852,江钻股份,邹志国,监事,200.0,200.0,竞价交易,2009-06-22,2009-06-24,邹志琼,兄弟姐妹
858,五粮液,刘中国,高管,30000.0,30000.0,竞价交易,2009-02-23,2009-02-25,刘中国,本人
858,五粮液,邱萍,监事,2500.0,2500.0,竞价交易,2009-04-23,2009-04-25,邱敏,兄弟姐妹
858,五粮液,唐桥,董事,20000.0,20000.0,竞价交易,2009-09-11,2009-09-15,唐桥,本人
858,五粮液,彭韶兵,董事,2000.0,2000.0,竞价交易,2009-11-30,2009-12-02,黄柳蓉,配偶
859,国风塑业,郭静,监事,2000.0,2000.0,竞价交易,2009-07-07,2009-07-09,郭静,本人
877,天山股份,王鲁岩,高管,900.0,900.0,竞价交易,2009-02-24,2009-02-26,王亚新,兄弟姐妹
878,云南铜业,罗太熙,高管,200.0,200.0,竞价交易,2009-03-09,2009-03-11,罗杰,子女
878,云南铜业,沈南山,董事,500.0,500.0,竞价交易,2009-04-22,2009-04-24,赵琴,配偶
883,湖北能源,姜岳生,董事,2000.0,2000.0,竞价交易,2009-04-28,2009-04-30,衷茶香,配偶
885,同力水泥,蔡志端,董事,700.0,1700.0,竞价交易,2009-08-20,2009-08-22,蔡志芳,兄弟姐妹
887,中鼎股份,胡小平,监事,300.0,300.0,竞价交易,2009-07-03,2009-07-07,胡兴武,兄弟姐妹
889,渤海物流,陈文毅,监事,1000.0,10942.0,竞价交易,2009-12-04,2009-12-08,张海英,配偶
892,*ST星美,邱晓华,董事,116558.0,5116558.0,竞价交易,2009-12-10,2009-12-12,邱惠根,父母
893,东凌粮油,徐季平,董事,20300.0,20300.0,竞价交易,2009-09-25,2009-09-29,徐浩伦,兄弟姐妹
897,津滨发展,罗智扬,董事,2000.0,2000.0,竞价交易,2009-03-25,2009-03-27,周树兰,配偶
903,云内动力,申立中,董事,61500.0,61500.0,竞价交易,2009-12-30,2010-01-01,李立虹,兄弟姐妹
906,物产中拓,张泾生,董事,3200.0,3200.0,竞价交易,2009-12-17,2009-12-19,张蕾,子女
908,ST天一,唐治,高管,700.0,700.0,竞价交易,2009-03-24,2009-03-26,张小冬,配偶
908,ST天一,唐治,高管,1000.0,1000.0,竞价交易,2009-04-13,2009-04-15,张小冬,配偶
911,南宁糖业,胡朝勇,高管,300.0,300.0,竞价交易,2009-11-24,2009-11-26,胡美,兄弟姐妹
913,钱江摩托,金勇,董事,600.0,132871.0,竞价交易,2009-05-19,2009-05-21,金勇,本人
913,钱江摩托,金学良,董事,107790.0,107790.0,竞价交易,2009-12-30,2010-01-01,阮永菁,配偶
917,电广传媒,尹志科,高管,87100.0,87100.0,竞价交易,2009-02-18,2009-02-20,石莉萍,配偶
918,嘉凯城,张煜,高管,4900.0,4900.0,竞价交易,2009-10-16,2009-10-20,张红宇,兄弟姐妹
919,金陵药业,倪雷,高管,2000.0,2000.0,竞价交易,2009-06-11,2009-06-16,倪雷,本人
919,金陵药业,朱代银,高管,29000.0,29000.0,竞价交易,2009-07-03,2009-07-07,朱代银,本人
919,金陵药业,卞家驹,高管,26000.0,26000.0,竞价交易,2009-08-28,2009-09-01,卞家驹,本人
919,金陵药业,张萌萌,监事,5000.0,5000.0,竞价交易,2009-09-07,2009-09-09,张萌萌,本人
919,金陵药业,汤卫国,高管,21700.0,21700.0,竞价交易,2009-11-04,2009-11-06,汤卫国,本人
919,金陵药业,朱代银,高管,33600.0,33600.0,竞价交易,2009-12-21,2009-12-23,朱敏,子女
922,ST佳电,孙晓东,监事,1000.0,1000.0,竞价交易,2009-03-09,2009-03-11,贾永兰,配偶
923,河北宣工,周之胜,董事,100.0,100.0,竞价交易,2009-07-16,2009-07-18,周之平,兄弟姐妹
925,众合机电,姚志邦,董事、高管,1000.0,1000.0,竞价交易,2009-07-02,2009-07-04,吴维维,配偶
930,丰原生化,张德国,高管,1000.0,1000.0,竞价交易,2009-03-26,2009-03-28,张德国,本人
930,丰原生化,王德文,高管,6000.0,6000.0,竞价交易,2009-08-13,2009-08-15,王德文,本人
936,华西股份,卞武彪,董事、高管,3900.0,3900.0,竞价交易,2009-09-17,2009-09-19,卞仁彪,兄弟姐妹
939,凯迪电力,徐长生,董事,44200.0,44200.0,竞价交易,2009-11-20,2009-11-24,徐长生,本人
948,南天信息,丁力,监事,21000.0,21000.0,竞价交易,2009-03-30,2009-04-01,丁艺,兄弟姐妹
948,南天信息,冯景雯,董事,2000.0,2000.0,竞价交易,2009-04-07,2009-04-09,冯景茹,兄弟姐妹
948,南天信息,冯景雯,董事,1700.0,2700.0,竞价交易,2009-06-22,2009-06-24,冯景茹,兄弟姐妹
949,新乡化纤,李云生,董事、高管,1800.0,1800.0,竞价交易,2009-02-25,2009-02-27,李云普,兄弟姐妹
951,中国重汽,宋其东,董事,500.0,500.0,竞价交易,2009-02-27,2009-03-03,王克利,配偶
953,ST河化,赵光辉,董事、高管,200.0,200.0,竞价交易,2009-12-17,2009-12-19,王艳华,配偶
